MAG 16-second Averaged Interplanetary Magnetic Field Data, GSE
2020 111  0 35 25.038   -1.285    1.885   -0.923
2020 111  0 35 41.038   -1.278    1.965   -0.906
2020 111  0 35 57.038   -1.331    1.856   -0.960
2020 111  0 36 13.038   -1.321    1.889   -0.940
2020 111  0 36 29.038   -1.274    1.902   -0.936
2020 111  0 36 45.038   -1.262    1.844   -0.872
2020 111  0 37  1.038   -1.422    1.808   -0.968
2020 111  0 37 17.038   -1.195    1.905   -0.982
2020 111  0 37 33.038   -1.432    1.727   -0.992
2020 111  0 37 49.038   -1.338    1.884   -1.054
2020 111  0 38  5.038   -1.194    1.903   -1.068
2020 111  0 38 21.038   -1.196    1.836   -1.030
2020 111  0 38 37.038   -1.188    1.892   -1.046
2020 111  0 38 53.038   -1.163    1.945   -1.102
2020 111  0 39  9.038   -1.218    1.817   -1.102
2020 111  0 39 25.038   -0.964    1.920   -1.122
2020 111  0 39 41.038   -1.009    1.928   -1.215
2020 111  0 39 57.038   -1.105    1.916   -1.175
2020 111  0 40 13.038   -1.136    1.928   -1.179
2020 111  0 40 29.038   -1.180    2.023   -1.156
2020 111  0 40 45.038   -1.194    1.894   -1.238
2020 111  0 41  1.038   -1.133    1.885   -1.426
2020 111  0 41 17.038   -1.147    1.932   -1.333
2020 111  0 41 33.038   -1.197    1.890   -1.399
2020 111  0 41 49.037   -1.076    1.910   -1.435
2020 111  0 42  5.037   -1.107    1.957   -1.479
2020 111  0 42 21.037   -0.992    1.947   -1.495
2020 111  0 42 37.037   -1.161    1.893   -1.484
2020 111  0 42 53.037   -1.130    1.939   -1.326
2020 111  0 43  9.037   -1.168    1.873   -1.360
2020 111  0 43 25.037   -1.057    1.927   -1.473
2020 111  0 43 41.037   -1.261    1.870   -1.389
2020 111  0 43 57.037   -1.239    1.899   -1.247
2020 111  0 44 13.037   -1.121    1.867   -1.498
2020 111  0 44 29.037   -1.222    1.940   -1.445
2020 111  0 44 45.037   -1.208    2.014   -1.444
2020 111  0 45  1.037   -1.284    1.900   -1.412
2020 111  0 45 17.037   -1.120    1.968   -1.390
2020 111  0 45 33.037   -0.895    1.746   -1.656
2020 111  0 45 49.037   -1.102    2.034   -1.291
2020 111  0 46  5.037   -1.074    1.914   -1.328
2020 111  0 46 21.037   -0.920    1.849   -1.423
2020 111  0 46 37.037   -0.959    1.853   -1.482
2020 111  0 46 53.037   -1.001    1.853   -1.472
2020 111  0 47  9.037   -1.007    1.831   -1.488
2020 111  0 47 25.037   -1.054    1.965   -1.245
2020 111  0 47 41.037   -1.027    1.994   -1.238
2020 111  0 47 57.037   -0.918    1.944   -1.312
2020 111  0 48 13.037   -0.819    1.974   -1.387
2020 111  0 48 29.037   -1.139    1.757   -1.366
2020 111  0 48 45.037   -1.057    1.814   -1.498
2020 111  0 49  1.037   -0.986    1.836   -1.513
2020 111  0 49 17.037   -1.031    1.770   -1.497
2020 111  0 49 33.037   -1.008    1.747   -1.526
2020 111  0 49 49.036   -0.870    1.827   -1.630
2020 111  0 50  5.036   -0.828    1.715   -1.631
2020 111  0 50 21.036   -0.660    1.685   -1.781
2020 111  0 50 37.036   -0.577    1.660   -1.860
2020 111  0 50 53.036   -0.765    1.750   -1.619
2020 111  0 51  9.036   -1.191    2.054   -0.958
2020 111  0 51 25.036   -0.614    1.887   -1.778
2020 111  0 51 41.036   -1.090    1.974   -1.252
2020 111  0 51 57.036   -1.033    1.951   -1.581
2020 111  0 52 13.036   -1.097    2.013   -1.555
2020 111  0 52 29.036   -1.034    2.105   -1.372
2020 111  0 52 45.036   -1.111    2.130   -1.190
2020 111  0 53  1.036   -1.094    2.095   -1.230
2020 111  0 53 17.036   -0.971    2.042   -1.263
2020 111  0 53 33.036   -1.125    1.993   -1.243
2020 111  0 53 49.036   -1.059    2.105   -1.292
2020 111  0 54  5.036   -1.070    2.193   -1.264
2020 111  0 54 21.036   -1.109    2.190   -1.306
2020 111  0 54 37.036   -1.241    2.163   -1.211
2020 111  0 54 53.036   -1.148    2.161   -1.089
2020 111  0 55  9.036   -1.111    2.126   -1.210
2020 111  0 55 25.036   -1.089    2.120   -1.184
2020 111  0 55 41.036   -0.817    2.108   -1.302
2020 111  0 55 57.036   -0.799    2.162   -1.283
2020 111  0 56 13.036   -0.701    2.186   -1.186
2020 111  0 56 29.036   -1.014    1.944   -1.283
2020 111  0 56 45.036   -0.963    2.032   -1.259
2020 111  0 57  1.036   -1.026    2.088   -1.351
2020 111  0 57 17.036   -0.898    2.253   -1.124
2020 111  0 57 33.036   -0.826    2.140   -1.390
2020 111  0 57 49.035   -1.026    2.146   -1.218
2020 111  0 58  5.035   -1.068    2.067   -1.305
2020 111  0 58 21.035   -1.109    1.997   -1.343
2020 111  0 58 37.035   -1.023    2.132   -1.204
2020 111  0 58 53.035   -0.953    2.062   -1.472
2020 111  0 59  9.035   -1.241    1.981   -1.239
2020 111  0 59 25.035   -1.150    2.083   -1.256
2020 111  0 59 41.035   -1.029    2.151   -1.224
2020 111  0 59 57.035   -0.902    2.089   -1.396
2020 111  1  0 13.035   -0.970    2.186   -1.159
2020 111  1  0 29.035   -0.936    2.190   -1.197
2020 111  1  0 45.035   -1.069    2.181   -1.281
2020 111  1  1  1.035   -0.955    2.133   -1.244
2020 111  1  1 17.035   -1.135    2.116   -1.035
2020 111  1  1 33.035   -0.683    2.288   -1.201
2020 111  1  1 49.035   -1.001    2.062   -1.323
2020 111  1  2  5.035   -1.056    2.163   -1.230
2020 111  1  2 21.035   -0.994    2.203   -1.255
2020 111  1  2 37.035   -0.975    2.167   -1.171
2020 111  1  2 53.035   -0.924    2.019   -1.235
2020 111  1  3  9.035   -1.055    2.186   -1.179
2020 111  1  3 25.035   -1.060    2.285   -1.033
2020 111  1  3 41.035   -0.974    2.341   -1.034
2020 111  1  3 57.035   -1.031    2.168   -1.152
2020 111  1  4 13.035   -1.122    2.344   -0.905
2020 111  1  4 29.035   -0.986    2.409   -0.839
2020 111  1  4 45.035   -0.955    2.510   -0.936
2020 111  1  5  1.035   -0.969    2.364   -1.075
2020 111  1  5 17.035   -0.937    2.311   -1.032
2020 111  1  5 33.035   -0.981    2.347   -1.001
2020 111  1  5 49.034   -0.809    2.359   -1.152
2020 111  1  6  5.034   -1.044    2.286   -1.151
2020 111  1  6 21.034   -0.984    2.371   -1.138
2020 111  1  6 37.034   -0.940    2.345   -0.986
2020 111  1  6 53.034   -1.030    2.286   -1.150
2020 111  1  7  9.034   -0.865    2.406   -0.899
2020 111  1  7 25.034   -1.100    2.243   -1.170
2020 111  1  7 41.034   -0.914    2.435   -1.031
2020 111  1  7 57.034   -0.908    2.356   -1.057
2020 111  1  8 13.034   -0.975    2.334   -1.019
2020 111  1  8 29.034   -1.045    2.363   -0.993
2020 111  1  8 45.034   -0.880    2.371   -1.158
2020 111  1  9  1.034   -0.937    2.464   -0.979
2020 111  1  9 17.034   -0.767    2.543   -1.071
2020 111  1  9 33.034   -0.859    2.553   -1.056
2020 111  1  9 49.034   -1.082    2.435   -1.045
2020 111  1 10  5.034   -0.960    2.474   -1.029
2020 111  1 10 21.034   -0.895    2.458   -1.092
2020 111  1 10 37.034   -0.994    2.412   -1.001
2020 111  1 10 53.034   -0.927    2.417   -1.147
2020 111  1 11  9.034   -0.948    2.493   -1.007
2020 111  1 11 25.034   -0.999    2.476   -0.975
2020 111  1 11 41.034   -1.017    2.525   -0.972
2020 111  1 11 57.034   -0.817    2.542   -1.004
2020 111  1 12 13.034   -0.851    2.404   -1.072
2020 111  1 12 29.034   -1.025    2.463   -1.078
2020 111  1 12 45.034   -0.969    2.436   -1.155
2020 111  1 13  1.034   -0.914    2.486   -0.987
2020 111  1 13 17.034   -0.794    2.536   -0.932
2020 111  1 13 33.034   -0.774    2.608   -0.868
2020 111  1 13 49.033   -0.862    2.432   -1.116
2020 111  1 14  5.033   -0.944    2.430   -1.006
2020 111  1 14 21.033   -1.039    2.371   -0.949
2020 111  1 14 37.033   -0.768    2.440   -1.040
2020 111  1 14 53.033   -1.166    2.280   -1.158
2020 111  1 15  9.033   -1.132    2.284   -1.057
2020 111  1 15 25.033   -0.904    2.377   -1.040
2020 111  1 15 41.033   -1.173    2.253   -0.917
2020 111  1 15 57.033   -0.878    2.364   -1.096
2020 111  1 16 13.033   -0.864    2.428   -0.994
2020 111  1 16 29.033   -0.942    2.414   -1.121
2020 111  1 16 45.033   -0.974    2.396   -0.871
2020 111  1 17  1.033   -0.731    2.585   -1.073
2020 111  1 17 17.033   -1.597    2.291   -1.190
2020 111  1 17 33.033   -1.461    2.446   -1.224
2020 111  1 17 49.033   -1.546    2.390   -0.920
2020 111  1 18  5.033   -1.272    2.492   -1.083
2020 111  1 18 21.033   -1.199    2.534   -1.011
2020 111  1 18 37.033   -1.498    2.405   -0.761
2020 111  1 18 53.033   -1.637    2.308   -1.118
2020 111  1 19  9.033   -1.215    2.567   -0.769
2020 111  1 19 25.033   -1.150    2.654   -0.878
2020 111  1 19 41.033   -1.327    2.381   -1.350
2020 111  1 19 57.033   -1.577    2.486   -0.871
2020 111  1 20 13.033   -1.801    2.269   -1.333
2020 111  1 20 29.033   -1.506    2.571   -1.054
2020 111  1 20 45.033   -1.651    2.561   -1.208
2020 111  1 21  1.033   -1.535    2.562   -1.211
2020 111  1 21 17.033   -1.502    2.671   -1.180
2020 111  1 21 33.033   -1.556    2.827   -1.241
2020 111  1 21 49.032   -1.849    4.640   -3.429
2020 111  1 22  5.032   -2.028    5.449   -2.502
2020 111  1 22 21.032   -1.799    5.432   -2.451
2020 111  1 22 37.032   -1.463    5.541   -2.609
2020 111  1 22 53.032   -1.451    5.749   -2.322
2020 111  1 23  9.032   -1.639    5.521   -2.672
2020 111  1 23 25.032   -1.668    5.278   -2.817
2020 111  1 23 41.032   -1.535    5.087   -3.261
2020 111  1 23 57.032   -1.697    5.233   -3.097
2020 111  1 24 13.032   -2.004    5.201   -2.727
2020 111  1 24 29.032   -2.143    4.947   -3.324
2020 111  1 24 45.032   -2.048    4.949   -3.316
2020 111  1 25  1.032   -1.889    5.162   -2.817
2020 111  1 25 17.032   -2.196    5.081   -2.981
2020 111  1 25 33.032   -2.012    5.456   -2.620
2020 111  1 25 49.032   -2.138    5.273   -2.983
2020 111  1 26  5.032   -1.980    5.316   -3.061
2020 111  1 26 21.032   -1.943    5.396   -2.885
2020 111  1 26 37.032   -2.141    5.272   -2.932
2020 111  1 26 53.032   -2.019    5.280   -2.860
2020 111  1 27  9.032   -2.208    5.246   -2.730
2020 111  1 27 25.032   -2.013    5.360   -2.538
2020 111  1 27 41.032   -2.318    5.219   -2.918
2020 111  1 27 57.032   -1.788    5.646   -2.497
2020 111  1 28 13.032   -2.002    5.451   -2.520
2020 111  1 28 29.032   -1.340    5.783   -2.263
2020 111  1 28 45.032   -1.496    5.763   -2.339
2020 111  1 29  1.032   -1.389    6.127   -2.130
2020 111  1 29 17.032   -1.643    6.031   -2.033
2020 111  1 29 33.032   -1.744    5.907   -2.276
2020 111  1 29 49.031   -1.915    5.780   -2.257
2020 111  1 30  5.031   -1.669    5.836   -2.342
2020 111  1 30 21.031   -1.891    5.652   -2.624
2020 111  1 30 37.031   -1.984    5.681   -2.455
2020 111  1 30 53.031   -1.675    5.927   -2.244
2020 111  1 31  9.031   -1.523    6.048   -2.068
2020 111  1 31 25.031   -1.674    6.012   -2.175
2020 111  1 31 41.031   -1.782    5.950   -2.221
2020 111  1 31 57.031   -1.329    6.106   -2.081
2020 111  1 32 13.031   -1.965    5.945   -1.964
2020 111  1 32 29.031   -2.419    5.774   -2.020
2020 111  1 32 45.031   -1.941    5.961   -2.002
2020 111  1 33  1.031   -1.917    5.999   -2.114
2020 111  1 33 17.031   -1.985    6.055   -1.976
2020 111  1 33 33.031   -1.675    6.008   -2.087
2020 111  1 33 49.031   -1.954    5.977   -2.199
2020 111  1 34  5.031   -1.663    6.328   -1.661
2020 111  1 34 21.031   -1.613    6.182   -1.949
2020 111  1 34 37.031   -1.446    6.214   -1.800
2020 111  1 34 53.031   -1.894    6.253   -1.603
2020 111  1 35  9.031   -1.852    6.172   -1.647
2020 111  1 35 25.031   -1.528    6.199   -1.917
2020 111  1 35 41.031   -2.016    6.315   -1.681
2020 111  1 35 57.031   -1.720    6.354   -1.867
2020 111  1 36 13.031   -1.898    6.345   -1.875
2020 111  1 36 29.031   -1.950    6.383   -1.806
2020 111  1 36 45.031   -1.911    6.373   -1.688
2020 111  1 37  1.031   -2.190    6.241   -1.743
2020 111  1 37 17.031   -1.669    6.315   -1.544
2020 111  1 37 33.031   -1.737    6.214   -1.617
2020 111  1 37 49.030   -1.583    6.277   -1.740
2020 111  1 38  5.030   -2.001    6.043   -1.753
2020 111  1 38 21.030   -1.828    5.915   -1.789
2020 111  1 38 37.030   -1.561    5.982   -1.948
2020 111  1 38 53.030   -1.563    6.181   -1.565
2020 111  1 39  9.030   -1.150    6.336   -1.268
2020 111  1 39 25.030   -1.442    6.171   -1.278
2020 111  1 39 41.030   -1.683    6.248   -1.140
2020 111  1 39 57.030   -1.345    6.303   -1.283
2020 111  1 40 13.030   -1.613    6.443   -1.381
2020 111  1 40 29.030   -1.686    6.307   -1.442
2020 111  1 40 45.030   -1.497    6.467   -1.137
2020 111  1 41  1.030   -1.323    6.661   -1.123
2020 111  1 41 17.030   -1.169    6.682   -0.738
2020 111  1 41 33.030   -1.400    6.648   -0.804
2020 111  1 41 49.030   -1.068    6.738   -1.002
2020 111  1 42  5.030   -1.126    6.831   -0.527
2020 111  1 42 21.030   -0.998    6.669   -0.797
2020 111  1 42 37.030   -1.322    6.764   -0.405
2020 111  1 42 53.030   -1.223    6.913   -0.201
2020 111  1 43  9.030   -1.206    6.875   -0.493
2020 111  1 43 25.030   -1.316    6.829   -0.488
2020 111  1 43 41.030   -1.118    6.759   -0.606
2020 111  1 43 57.030   -1.010    6.850   -0.575
2020 111  1 44 13.030   -1.144    6.832   -0.546
2020 111  1 44 29.030   -1.070    6.865   -0.249
2020 111  1 44 45.030   -0.979    6.986   -0.166
2020 111  1 45  1.030   -0.854    7.005   -0.188
2020 111  1 45 17.030   -1.139    6.828   -0.387
2020 111  1 45 33.030   -0.993    6.975   -0.252
2020 111  1 45 49.029   -0.712    7.036   -0.394
2020 111  1 46  5.029   -0.483    7.052   -0.092
2020 111  1 46 21.029   -0.844    6.844   -0.243
2020 111  1 46 37.029   -1.034    6.880   -0.222
2020 111  1 46 53.029   -0.904    6.969   -0.157
2020 111  1 47  9.029   -0.766    6.818   -0.045
2020 111  1 47 25.029   -0.790    6.782   -0.030
2020 111  1 47 41.029   -0.736    6.787    0.188
2020 111  1 47 57.029   -0.800    6.743    0.223
2020 111  1 48 13.029   -0.668    6.572    0.528
2020 111  1 48 29.029   -0.499    6.478    0.668
2020 111  1 48 45.029   -0.354    6.311    0.836
2020 111  1 49  1.029   -0.270    6.365    1.431
2020 111  1 49 17.029   -0.085    6.491    1.644
2020 111  1 49 33.029    0.140    6.540    1.759
2020 111  1 49 49.029    0.198    6.559    1.627
2020 111  1 50  5.029    0.059    6.611    1.429
2020 111  1 50 21.029   -0.049    6.525    1.460
2020 111  1 50 37.029   -0.131    6.662    1.587
2020 111  1 50 53.029   -0.505    6.786    1.250
2020 111  1 51  9.029   -0.146    6.740    1.479
2020 111  1 51 25.029    0.330    6.581    1.796
2020 111  1 51 41.029    0.352    6.545    1.936
2020 111  1 51 57.029    0.408    6.416    1.913
2020 111  1 52 13.029    0.142    6.425    1.716
2020 111  1 52 29.029    0.318    6.200    1.974
2020 111  1 52 45.029    0.280    6.208    1.607
2020 111  1 53  1.029   -0.113    6.194    0.788
2020 111  1 53 17.029   -0.560    6.125   -0.307
2020 111  1 53 33.029   -0.513    6.123   -0.298
2020 111  1 53 49.028   -0.363    6.015   -0.496
2020 111  1 54  5.028   -0.298    6.089   -0.254
2020 111  1 54 21.028   -0.375    6.165    0.280
2020 111  1 54 37.028   -0.488    6.183    0.164
2020 111  1 54 53.028   -0.345    6.258    0.242
2020 111  1 55  9.028   -0.389    6.371    0.138
2020 111  1 55 25.028   -0.392    6.349    0.124
2020 111  1 55 41.028   -0.273    6.419    0.478
2020 111  1 55 57.028   -0.318    6.349    0.802
2020 111  1 56 13.028   -0.394    6.531    0.891
2020 111  1 56 29.028   -0.335    6.473    0.874
2020 111  1 56 45.028   -0.302    6.585    1.027
2020 111  1 57  1.028    0.014    6.571    1.522
2020 111  1 57 17.028   -0.062    6.348    1.133
2020 111  1 57 33.028   -0.691    6.469   -0.416
2020 111  1 57 49.028   -0.670    6.458   -0.466
2020 111  1 58  5.028   -0.553    6.526   -0.468
2020 111  1 58 21.028   -0.528    6.630   -0.491
2020 111  1 58 37.028   -0.706    6.602   -0.503
2020 111  1 58 53.028   -0.994    5.806   -0.460
2020 111  1 59  9.028   -1.313    4.307   -1.117
2020 111  1 59 25.028   -1.522    1.757   -2.955
2020 111  1 59 41.028   -1.483   -0.152   -3.127
2020 111  1 59 57.028   -1.290   -3.536   -3.251
2020 111  2  0 13.028   -1.290   -4.479   -3.005
2020 111  2  0 29.028   -1.386   -6.795   -3.274
2020 111  2  0 45.028   -1.188   -7.426   -2.998
2020 111  2  1  1.028   -1.080   -7.403   -3.055
2020 111  2  1 17.028   -1.154   -7.375   -2.956
2020 111  2  1 33.028   -1.115   -7.490   -2.748
2020 111  2  1 49.027   -0.954   -7.471   -2.480
2020 111  2  2  5.027   -0.928   -7.405   -2.372
2020 111  2  2 21.027   -0.951   -7.415   -2.414
2020 111  2  2 37.027   -1.004   -7.466   -2.486
2020 111  2  2 53.027   -0.981   -7.416   -2.727
2020 111  2  3  9.027   -0.928   -7.450   -2.407
2020 111  2  3 25.027   -1.011   -7.453   -2.420
2020 111  2  3 41.027   -0.934   -7.425   -2.519
2020 111  2  3 57.027   -0.923   -7.478   -2.357
2020 111  2  4 13.027   -0.897   -7.461   -2.188
2020 111  2  4 29.027   -0.748   -7.514   -2.181
2020 111  2  4 45.027   -0.533   -7.531   -2.133
2020 111  2  5  1.027   -0.695   -7.428   -2.059
2020 111  2  5 17.027   -0.634   -7.427   -2.149
2020 111  2  5 33.027   -0.634   -7.402   -2.399
2020 111  2  5 49.027   -0.567   -7.484   -2.320
2020 111  2  6  5.027   -0.419   -7.477   -2.054
2020 111  2  6 21.027   -0.584   -7.546   -2.101
2020 111  2  6 37.027   -0.710   -7.449   -2.162
2020 111  2  6 53.027   -0.637   -7.646   -1.982
2020 111  2  7  9.027   -0.680   -7.758   -1.993
2020 111  2  7 25.027   -0.685   -7.799   -1.949
2020 111  2  7 41.027   -0.707   -7.848   -1.888
2020 111  2  7 57.027   -0.771   -7.810   -1.991
2020 111  2  8 13.027   -0.631   -7.803   -1.847
2020 111  2  8 29.027   -0.610   -7.748   -1.982
2020 111  2  8 45.027   -0.691   -7.570   -1.668
2020 111  2  9  1.027   -0.755   -7.644   -1.658
2020 111  2  9 17.027   -0.772   -7.686   -1.645
2020 111  2  9 33.027   -0.654   -7.533   -1.644
2020 111  2  9 49.026   -0.902   -7.387   -1.487
2020 111  2 10  5.026   -0.929   -7.443   -1.365
2020 111  2 10 21.026   -0.580   -7.501   -1.245
2020 111  2 10 37.026   -0.539   -7.410   -1.255
2020 111  2 10 53.026   -0.428   -7.492   -1.124
2020 111  2 11  9.026   -0.508   -7.836   -1.057
2020 111  2 11 25.026   -0.467   -7.932   -1.070
2020 111  2 11 41.026   -0.429   -7.908   -1.127
2020 111  2 11 57.026   -0.286   -7.854   -1.318
2020 111  2 12 13.026   -0.299   -7.745   -1.268
2020 111  2 12 29.026   -0.322   -7.674   -1.539
2020 111  2 12 45.026   -0.387   -7.778   -1.186
2020 111  2 13  1.026   -0.495   -7.873   -1.113
2020 111  2 13 17.026   -0.407   -7.863   -1.111
2020 111  2 13 33.026   -0.508   -8.015   -1.109
2020 111  2 13 49.026   -0.623   -8.035   -1.125
2020 111  2 14  5.026   -0.494   -8.026   -1.195
2020 111  2 14 21.026   -0.302   -7.844   -1.157
2020 111  2 14 37.026   -0.512   -7.807   -0.966
2020 111  2 14 53.026   -0.538   -7.697   -1.116
2020 111  2 15  9.026   -0.613   -7.726   -1.327
2020 111  2 15 25.026   -0.585   -7.711   -1.192
2020 111  2 15 41.026   -0.697   -7.671   -0.996
2020 111  2 15 57.026   -0.908   -7.776   -1.064
2020 111  2 16 13.026   -0.918   -7.793   -1.200
2020 111  2 16 29.026   -0.947   -7.727   -1.393
2020 111  2 16 45.026   -0.926   -7.666   -1.729
2020 111  2 17  1.026   -0.915   -7.595   -1.915
