File created on 2026-01-23T12:41:09.209080
Wind Gannon storm data

Orbit:
XYZ GSE GSM: 2024 05 10 12 0 215.36  100.57   -1.10 215.36  100.14   9.29
XYZ GSE GSM: 2024 05 11 12 0 216.31  101.57   -0.68 216.31  101.15   9.25
XYZ GSE GSM: 2024 05 12 12 0 217.27  102.42   -0.27 217.27  102.01   9.17

#SATELLITEXYZ
215.36
100.14
9.29

#COORDINATES
GSM

year mo dy hr mn sc msc Bx By Bz Ux Uy Uz rho T
#START
2024 05 10 02 28 00 000       -1.41      -2.77      -4.93    -433.37       8.88     -15.27      14.36  119607.89
2024 05 10 02 29 00 000       -1.55      -2.79      -4.78    -433.37       7.87     -15.43      14.04  118460.95
2024 05 10 02 30 00 000       -1.84      -2.94      -4.87    -433.35       6.91     -15.91      13.66  114690.47
2024 05 10 02 31 00 000       -2.29      -3.00      -5.04    -433.34       5.95     -16.38      13.27  110919.98
2024 05 10 02 32 00 000       -2.49      -2.73      -5.39    -433.32       4.99     -16.85      12.88  107149.49
2024 05 10 02 33 00 000       -2.64      -2.39      -5.62    -433.30       4.03     -17.32      12.49  103379.00
2024 05 10 02 34 00 000       -2.86      -1.73      -5.63    -433.29       3.07     -17.79      12.10   99608.52
2024 05 10 02 35 00 000       -3.01      -1.09      -5.61    -433.27       2.11     -18.26      11.71   95838.02
2024 05 10 02 36 00 000       -3.25      -0.60      -5.71    -433.25       1.15     -18.73      11.32   92067.53
2024 05 10 02 37 00 000       -3.23      -0.86      -5.77    -433.24       0.19     -19.21      10.93   88297.05
2024 05 10 02 38 00 000       -3.05      -1.36      -5.69    -433.22      -0.77     -19.68      10.54   84526.55
2024 05 10 02 39 00 000       -2.22      -2.71      -5.32    -433.20      -1.73     -20.15      10.15   80756.07
2024 05 10 02 40 00 000       -1.43      -3.92      -4.93    -433.23      -2.49     -20.53       9.89   77952.44
2024 05 10 02 41 00 000       -1.31      -4.09      -4.93    -433.40      -2.64     -20.65      10.00   78049.38
2024 05 10 02 42 00 000       -1.41      -4.07      -4.88    -433.48      -2.86     -20.87      10.08   77974.98
2024 05 10 02 43 00 000       -1.43      -4.06      -4.92    -433.28      -3.28     -21.36      10.11   77386.60
2024 05 10 02 44 00 000       -1.43      -4.00      -4.96    -431.23      -5.27     -17.10      10.43   79735.31
2024 05 10 02 45 00 000       -1.46      -3.92      -4.95    -429.37      -6.90     -13.09      10.71   81956.81
2024 05 10 02 46 00 000       -1.42      -3.88      -5.02    -429.95      -5.89     -14.62      10.60   80859.58
2024 05 10 02 47 00 000       -1.41      -3.94      -5.09    -430.53      -4.88     -16.14      10.48   79762.34
2024 05 10 02 48 00 000       -1.42      -3.96      -5.11    -431.11      -3.86     -17.67      10.37   78665.11
2024 05 10 02 49 00 000       -1.37      -3.85      -5.16    -431.69      -2.85     -19.19      10.25   77567.88
2024 05 10 02 50 00 000       -1.39      -3.78      -5.15    -432.27      -1.84     -20.71      10.13   76470.64
2024 05 10 02 51 00 000       -1.53      -3.81      -5.17    -432.85      -0.83     -22.24      10.02   75373.41
2024 05 10 02 52 00 000       -1.63      -3.66      -5.23    -433.12      -0.49     -23.64       9.98   76254.52
2024 05 10 02 53 00 000       -1.61      -3.52      -5.14    -432.50      -2.18     -24.68      10.20   83070.62
2024 05 10 02 54 00 000       -1.51      -3.56      -4.98    -432.18      -2.43     -24.06      10.11   87793.82
2024 05 10 02 55 00 000       -1.36      -3.62      -5.00    -432.01      -2.27     -23.17       9.97   90830.55
2024 05 10 02 56 00 000       -1.36      -3.59      -4.98    -431.99      -2.31     -23.13      10.00   90900.79
2024 05 10 02 57 00 000       -1.37      -3.53      -4.90    -431.96      -2.35     -23.10      10.03   90971.02
2024 05 10 02 58 00 000       -1.36      -3.62      -4.81    -431.93      -2.39     -23.06      10.06   91041.26
2024 05 10 02 59 00 000       -1.38      -3.61      -4.81    -431.90      -2.43     -23.03      10.10   91111.50
2024 05 10 03 00 00 000       -1.35      -3.60      -4.85    -431.88      -2.47     -22.99      10.13   91181.73
2024 05 10 03 01 00 000       -1.38      -3.53      -4.89    -431.85      -2.51     -22.96      10.16   91251.97
2024 05 10 03 02 00 000       -1.42      -3.42      -4.98    -431.82      -2.55     -22.92      10.19   91322.20
2024 05 10 03 03 00 000       -1.41      -3.36      -5.07    -431.79      -2.59     -22.88      10.22   91392.45
2024 05 10 03 04 00 000       -1.42      -3.29      -5.11    -431.77      -2.63     -22.85      10.25   91462.68
2024 05 10 03 05 00 000       -1.39      -3.14      -5.13    -431.74      -2.67     -22.81      10.28   91532.91
2024 05 10 03 06 00 000       -1.36      -3.22      -5.08    -431.71      -2.71     -22.78      10.31   91603.15
2024 05 10 03 07 00 000       -1.33      -3.01      -5.18    -431.75      -2.53     -22.85      10.51   93771.08
2024 05 10 03 08 00 000       -1.24      -2.79      -5.07    -431.99      -1.68     -23.24      11.22  102232.08
2024 05 10 03 09 00 000       -1.11      -2.83      -4.29    -432.23      -0.82     -23.63      11.93  110693.09
2024 05 10 03 10 00 000       -1.17      -1.82      -4.18    -432.57      -0.12     -24.33      12.49  117116.73
2024 05 10 03 11 00 000       -0.91      -1.49      -3.56    -433.23       0.11     -25.95      12.61  117428.34
2024 05 10 03 12 00 000       -1.02      -1.22      -3.46    -433.89       0.35     -27.58      12.74  117739.95
2024 05 10 03 13 00 000       -1.01      -1.01      -3.47    -434.56       0.58     -29.20      12.86  118051.56
2024 05 10 03 14 00 000       -0.68      -1.42      -3.40    -435.22       0.82     -30.83      12.99  118363.17
2024 05 10 03 15 00 000       -0.92      -0.38      -3.03    -435.65       0.67     -31.97      13.01  118179.98
2024 05 10 03 16 00 000       -1.73       1.65      -1.77    -435.41      -0.62     -31.66      12.74  116512.43
2024 05 10 03 17 00 000       -1.91       1.28      -2.28    -435.17      -1.47     -31.26      12.53  115222.93
2024 05 10 03 18 00 000       -1.83       0.58      -2.81    -434.93      -1.02     -30.58      12.52  115067.62
2024 05 10 03 19 00 000       -2.32       0.72      -2.72    -434.69      -0.57     -29.90      12.50  114912.30
2024 05 10 03 20 00 000       -2.17       0.24      -2.83    -434.45      -0.11     -29.21      12.48  114756.99
2024 05 10 03 21 00 000       -1.68      -0.23      -2.68    -434.21       0.34     -28.53      12.46  114601.68
2024 05 10 03 22 00 000       -1.25      -1.17      -2.87    -433.97       0.79     -27.85      12.44  114446.37
2024 05 10 03 23 00 000       -0.59      -2.04      -2.57    -433.73       1.25     -27.16      12.43  114291.05
2024 05 10 03 24 00 000       -0.31      -2.37      -2.41    -433.49       1.70     -26.48      12.41  114135.74
2024 05 10 03 25 00 000       -0.34      -2.23      -2.46    -433.25       2.15     -25.80      12.39  113980.43
2024 05 10 03 26 00 000       -0.28      -2.21      -2.38    -433.01       2.61     -25.12      12.37  113825.12
2024 05 10 03 27 00 000       -0.27      -2.15      -2.27    -432.77       3.06     -24.43      12.35  113669.80
2024 05 10 03 28 00 000       -0.11      -1.96      -2.06    -432.53       3.51     -23.75      12.34  113514.49
2024 05 10 03 29 00 000       -0.15      -2.24      -2.39    -432.97       4.09     -23.91      12.41  113108.34
2024 05 10 03 30 00 000       -0.07      -2.28      -2.48    -433.63       4.71     -24.36      12.51  112618.58
2024 05 10 03 31 00 000        0.07      -2.11      -2.34    -433.79       4.41     -23.63      12.64  111508.49
2024 05 10 03 32 00 000        0.11      -1.92      -2.38    -433.85       3.99     -22.74      12.70  111177.31
2024 05 10 03 33 00 000        0.21      -1.85      -2.42    -434.09       4.12     -22.60      12.53  113803.20
2024 05 10 03 34 00 000        0.29      -1.82      -2.44    -434.11       3.94     -22.42      12.51  114933.49
2024 05 10 03 35 00 000        0.45      -1.80      -2.44    -434.07       3.64     -22.21      12.56  115565.25
2024 05 10 03 36 00 000        0.68      -1.84      -2.61    -434.03       3.35     -22.01      12.60  116197.00
2024 05 10 03 37 00 000        0.70      -1.68      -2.52    -433.99       3.05     -21.80      12.64  116828.75
2024 05 10 03 38 00 000        0.58      -2.02      -2.69    -433.95       2.76     -21.60      12.68  117460.50
2024 05 10 03 39 00 000        0.62      -1.67      -2.87    -433.91       2.47     -21.39      12.72  118092.26
2024 05 10 03 40 00 000        0.60      -1.15      -3.12    -433.87       2.17     -21.19      12.76  118724.01
2024 05 10 03 41 00 000        0.72      -0.97      -3.30    -433.83       1.88     -20.99      12.80  119355.76
2024 05 10 03 42 00 000        0.73      -1.08      -3.50    -433.78       1.58     -20.78      12.84  119987.52
2024 05 10 03 43 00 000        0.52      -1.26      -3.43    -433.74       1.29     -20.58      12.88  120619.27
2024 05 10 03 44 00 000        0.33      -1.12      -3.18    -433.70       0.99     -20.37      12.92  121251.02
2024 05 10 03 45 00 000        0.35      -0.99      -3.19    -433.66       0.70     -20.17      12.96  121882.77
2024 05 10 03 46 00 000        0.31      -0.85      -3.30    -433.62       0.41     -19.96      13.00  122514.52
2024 05 10 03 47 00 000        0.22      -0.57      -3.04    -433.58       0.11     -19.76      13.04  123146.27
2024 05 10 03 48 00 000        0.13      -0.55      -3.14    -433.54      -0.18     -19.55      13.08  123778.02
2024 05 10 03 49 00 000       -0.05      -0.58      -3.17    -433.50      -0.48     -19.35      13.12  124409.78
2024 05 10 03 50 00 000       -0.13      -0.51      -3.10    -433.46      -0.77     -19.15      13.17  125041.53
