EPOCH                          [PRELIM]_BX_GSE        [PRELIM]_BY_GSE        [PRELIM]_BZ_GSE
                                        (@_x_)                 (@_y_)                 (@_z_)
dd-mm-yyyy hh:mm:ss.ms                      nT                     nT                     nT
12-05-2024 20:10:00.000               0.513000                6.34200               -3.90900
12-05-2024 20:15:00.000               0.974000                6.43000               -4.25200
12-05-2024 20:20:00.000               0.561000                6.07000               -4.57700
12-05-2024 20:25:00.000              -0.323000                5.77000               -5.06200
12-05-2024 20:30:00.000               -1.51800                5.36000               -4.53800
12-05-2024 20:35:00.000               -1.72500                2.21400               -6.89900
12-05-2024 20:40:00.000               -1.03100                2.14000               -7.11300
12-05-2024 20:45:00.000              -0.376000                5.01700               -6.05300
12-05-2024 20:50:00.000               0.151000                5.29100               -5.95000
12-05-2024 20:55:00.000               -1.52600                5.99900               -6.33600
12-05-2024 21:00:00.000               -2.93800                5.67800               -6.24700
12-05-2024 21:05:00.000               -2.59100                3.57200               -7.85600
12-05-2024 21:10:00.000               -2.66300                3.51100               -8.08400
12-05-2024 21:15:00.000               -2.56600                3.15800               -8.40000
12-05-2024 21:20:00.000               -2.86600                3.69300               -8.07400
12-05-2024 21:25:00.000               -1.84100                4.62100               -8.19700
12-05-2024 21:30:00.000               -1.88300                4.29300               -8.58100
12-05-2024 21:35:00.000               -2.60600                5.15400               -7.69000
12-05-2024 21:40:00.000               -1.79600                5.39900               -7.60500
12-05-2024 21:45:00.000               -3.13000                4.91600               -7.30400
12-05-2024 21:50:00.000               -4.51200               -4.35100               -7.06900
12-05-2024 21:55:00.000             -0.0970000               -8.35700                1.10700
12-05-2024 22:00:00.000              -0.159000               -6.41600                1.50400
12-05-2024 22:05:00.000               0.964000                2.79800                2.87100
12-05-2024 22:10:00.000                5.01500               0.175000                8.98900
12-05-2024 22:15:00.000                5.07600                4.94100                7.54500
12-05-2024 22:20:00.000                5.29300                6.30600                6.26500
12-05-2024 22:25:00.000                4.56300                7.57500                2.05900
12-05-2024 22:30:00.000                3.87700                6.19100                3.52400
12-05-2024 22:35:00.000                4.59000                5.87200                3.29800
12-05-2024 22:40:00.000                2.73400                3.57500                3.07500
12-05-2024 22:45:00.000               -1.17200                5.97700               -1.12400
12-05-2024 22:50:00.000               -4.09200                6.64500              -0.596000
12-05-2024 22:55:00.000               -4.69900                6.37800             -0.0820000
12-05-2024 23:00:00.000               -3.48200                6.54600               0.680000
12-05-2024 23:05:00.000               -5.02500                5.71100              -0.372000
12-05-2024 23:10:00.000               -5.55900                4.47900              -0.865000
12-05-2024 23:15:00.000               -6.78300                1.59800               0.506000
12-05-2024 23:20:00.000               -6.87600                3.11500                2.23200
12-05-2024 23:25:00.000               -5.98300                5.32000                2.28600
12-05-2024 23:30:00.000               -5.92700                5.46700                2.17100
12-05-2024 23:35:00.000               -5.43500                6.37400                1.84800
12-05-2024 23:40:00.000               -5.79700                6.01600                1.11400
12-05-2024 23:45:00.000               -7.38600                3.66300                2.01900
12-05-2024 23:50:00.000               -7.69100                3.86600                1.63000
12-05-2024 23:55:00.000               -7.92800                3.61600               0.705000
13-05-2024 00:00:00.000               -7.91700                3.42500               0.446000
#  
# Key Parameter and Survey data (labels K0,K1,K2) are preliminary browse data.
# Generated by CDAWeb on: Wed Aug  7 12:07:40 2024
