SWEPAM 64-second Averaged Solar Wind Ion Parameters (GSE, /cc, K, km/s, km)
year doy hr min sec rho T ux uy uz x y z
2017 150 16 34 32.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5443e+04  1.4966e+05
2017 150 16 35 36.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5449e+04  1.4966e+05
2017 150 16 36 40.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5455e+04  1.4966e+05
2017 150 16 37 44.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5461e+04  1.4966e+05
2017 150 16 38 48.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5467e+04  1.4966e+05
2017 150 16 39 52.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5473e+04  1.4966e+05
2017 150 16 40 56.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5479e+04  1.4966e+05
2017 150 16 42  0.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5485e+04  1.4967e+05
2017 150 16 43  4.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5491e+04  1.4967e+05
2017 150 16 44  8.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5496e+04  1.4967e+05
2017 150 16 45 12.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5502e+04  1.4967e+05
2017 150 16 46 16.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5508e+04  1.4967e+05
2017 150 16 47 20.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5514e+04  1.4967e+05
2017 150 16 48 24.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5520e+04  1.4967e+05
2017 150 16 49 28.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5526e+04  1.4967e+05
2017 150 16 50 32.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5532e+04  1.4968e+05
2017 150 16 51 36.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5538e+04  1.4968e+05
2017 150 16 52 40.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5544e+04  1.4968e+05
2017 150 16 53 44.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5550e+04  1.4968e+05
2017 150 16 54 48.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5556e+04  1.4968e+05
2017 150 16 55 52.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5562e+04  1.4968e+05
2017 150 16 56 56.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5568e+04  1.4968e+05
2017 150 16 58  0.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5573e+04  1.4969e+05
2017 150 16 59  4.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5579e+04  1.4969e+05
2017 150 17  0  8.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5585e+04  1.4969e+05
2017 150 17  1 12.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5591e+04  1.4969e+05
2017 150 17  2 16.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5597e+04  1.4969e+05
2017 150 17  3 20.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5603e+04  1.4969e+05
2017 150 17  4 24.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5609e+04  1.4969e+05
2017 150 17  5 28.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5615e+04  1.4969e+05
2017 150 17  6 32.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5621e+04  1.4970e+05
2017 150 17  7 36.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5627e+04  1.4970e+05
2017 150 17  8 40.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5633e+04  1.4970e+05
2017 150 17  9 44.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5639e+04  1.4970e+05
2017 150 17 10 48.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5645e+04  1.4970e+05
2017 150 17 11 52.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5650e+04  1.4970e+05
2017 150 17 12 56.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5656e+04  1.4970e+05
2017 150 17 14  0.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5662e+04  1.4970e+05
2017 150 17 15  4.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5668e+04  1.4971e+05
2017 150 17 16  8.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5674e+04  1.4971e+05
2017 150 17 17 12.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5680e+04  1.4971e+05
2017 150 17 18 16.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5686e+04  1.4971e+05
2017 150 17 19 20.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5692e+04  1.4971e+05
2017 150 17 20 24.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5698e+04  1.4971e+05
2017 150 17 21 28.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5704e+04  1.4971e+05
2017 150 17 22 32.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5847e+06 -7.5710e+04  1.4972e+05
2017 150 17 23 36.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5716e+04  1.4972e+05
2017 150 17 24 40.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5722e+04  1.4972e+05
2017 150 17 25 44.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5727e+04  1.4972e+05
2017 150 17 26 48.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5733e+04  1.4972e+05
2017 150 17 27 52.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5739e+04  1.4972e+05
2017 150 17 28 56.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5745e+04  1.4972e+05
2017 150 17 30  0.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5751e+04  1.4972e+05
2017 150 17 31  4.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5757e+04  1.4973e+05
2017 150 17 32  8.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5763e+04  1.4973e+05
2017 150 17 33 12.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5769e+04  1.4973e+05
2017 150 17 34 16.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5775e+04  1.4973e+05
2017 150 17 35 20.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5781e+04  1.4973e+05
2017 150 17 36 24.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5787e+04  1.4973e+05
2017 150 17 37 28.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5793e+04  1.4973e+05
2017 150 17 38 32.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5799e+04  1.4973e+05
2017 150 17 39 36.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5804e+04  1.4974e+05
2017 150 17 40 40.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5810e+04  1.4974e+05
2017 150 17 41 44.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5816e+04  1.4974e+05
2017 150 17 42 48.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5822e+04  1.4974e+05
2017 150 17 43 52.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5828e+04  1.4974e+05
2017 150 17 44 56.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5834e+04  1.4974e+05
2017 150 17 46  0.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5840e+04  1.4974e+05
2017 150 17 47  4.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5846e+04  1.4975e+05
2017 150 17 48  8.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5852e+04  1.4975e+05
2017 150 17 49 12.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5858e+04  1.4975e+05
2017 150 17 50 16.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5864e+04  1.4975e+05
2017 150 17 51 20.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5870e+04  1.4975e+05
2017 150 17 52 24.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5876e+04  1.4975e+05
2017 150 17 53 28.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5881e+04  1.4975e+05
2017 150 17 54 32.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5887e+04  1.4975e+05
2017 150 17 55 36.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5893e+04  1.4976e+05
2017 150 17 56 40.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5899e+04  1.4976e+05
2017 150 17 57 44.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5905e+04  1.4976e+05
2017 150 17 58 48.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5911e+04  1.4976e+05
2017 150 17 59 52.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5917e+04  1.4976e+05
2017 150 18  0 56.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5923e+04  1.4976e+05
2017 150 18  2  0.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5929e+04  1.4976e+05
2017 150 18  3  4.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5935e+04  1.4976e+05
2017 150 18  4  8.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5941e+04  1.4977e+05
2017 150 18  5 12.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5947e+04  1.4977e+05
2017 150 18  6 16.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5952e+04  1.4977e+05
2017 150 18  7 20.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5958e+04  1.4977e+05
2017 150 18  8 24.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5964e+04  1.4977e+05
2017 150 18  9 28.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5970e+04  1.4977e+05
2017 150 18 10 32.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5976e+04  1.4977e+05
2017 150 18 11 36.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5982e+04  1.4978e+05
2017 150 18 12 40.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5988e+04  1.4978e+05
2017 150 18 13 44.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.5994e+04  1.4978e+05
2017 150 18 14 48.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6000e+04  1.4978e+05
2017 150 18 15 52.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6006e+04  1.4978e+05
2017 150 18 16 56.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6012e+04  1.4978e+05
2017 150 18 18  0.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6018e+04  1.4978e+05
2017 150 18 19  4.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6024e+04  1.4978e+05
2017 150 18 20  8.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6029e+04  1.4979e+05
2017 150 18 21 12.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6035e+04  1.4979e+05
2017 150 18 22 16.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6041e+04  1.4979e+05
2017 150 18 23 20.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6047e+04  1.4979e+05
2017 150 18 24 24.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6053e+04  1.4979e+05
2017 150 18 25 28.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6059e+04  1.4979e+05
2017 150 18 26 32.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6065e+04  1.4979e+05
2017 150 18 27 36.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6071e+04  1.4979e+05
2017 150 18 28 40.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6077e+04  1.4980e+05
2017 150 18 29 44.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6083e+04  1.4980e+05
2017 150 18 30 48.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6089e+04  1.4980e+05
2017 150 18 31 52.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6095e+04  1.4980e+05
2017 150 18 32 56.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6101e+04  1.4980e+05
2017 150 18 34  0.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6106e+04  1.4980e+05
2017 150 18 35  4.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6112e+04  1.4980e+05
2017 150 18 36  8.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6118e+04  1.4980e+05
2017 150 18 37 12.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6124e+04  1.4981e+05
2017 150 18 38 16.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6130e+04  1.4981e+05
2017 150 18 39 20.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6136e+04  1.4981e+05
2017 150 18 40 24.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5846e+06 -7.6142e+04  1.4981e+05
2017 150 18 41 28.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6148e+04  1.4981e+05
2017 150 18 42 32.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6154e+04  1.4981e+05
2017 150 18 43 36.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6160e+04  1.4981e+05
2017 150 18 44 40.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6166e+04  1.4982e+05
2017 150 18 45 44.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6172e+04  1.4982e+05
2017 150 18 46 48.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6178e+04  1.4982e+05
2017 150 18 47 52.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6183e+04  1.4982e+05
2017 150 18 48 56.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6189e+04  1.4982e+05
2017 150 18 50  0.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6195e+04  1.4982e+05
2017 150 18 51  4.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6201e+04  1.4982e+05
2017 150 18 52  8.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6207e+04  1.4982e+05
2017 150 18 53 12.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6213e+04  1.4983e+05
2017 150 18 54 16.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6219e+04  1.4983e+05
2017 150 18 55 20.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6225e+04  1.4983e+05
2017 150 18 56 24.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6231e+04  1.4983e+05
2017 150 18 57 28.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6237e+04  1.4983e+05
2017 150 18 58 32.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6243e+04  1.4983e+05
2017 150 18 59 36.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6249e+04  1.4983e+05
2017 150 19  0 40.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6254e+04  1.4983e+05
2017 150 19  1 44.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6260e+04  1.4984e+05
2017 150 19  2 48.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6266e+04  1.4984e+05
2017 150 19  3 52.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6272e+04  1.4984e+05
2017 150 19  4 56.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6278e+04  1.4984e+05
2017 150 19  6  0.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6284e+04  1.4984e+05
2017 150 19  7  4.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6290e+04  1.4984e+05
2017 150 19  8  8.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6296e+04  1.4984e+05
2017 150 19  9 12.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6302e+04  1.4985e+05
2017 150 19 10 16.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6308e+04  1.4985e+05
2017 150 19 11 20.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6314e+04  1.4985e+05
2017 150 19 12 24.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6320e+04  1.4985e+05
2017 150 19 13 28.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6326e+04  1.4985e+05
2017 150 19 14 32.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6331e+04  1.4985e+05
2017 150 19 15 36.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6337e+04  1.4985e+05
2017 150 19 16 40.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6343e+04  1.4985e+05
2017 150 19 17 44.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6349e+04  1.4986e+05
2017 150 19 18 48.000      1.503  2.9409e+05   -524.79    111.95     42.66  1.5845e+06 -7.6355e+04  1.4986e+05
2017 150 19 19 52.000      1.504  3.3052e+05   -528.62    107.17     39.40  1.5845e+06 -7.6361e+04  1.4986e+05
2017 150 19 20 56.000      1.589  3.3436e+05   -528.07    110.83     36.21  1.5845e+06 -7.6367e+04  1.4986e+05
2017 150 19 22  0.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6373e+04  1.4986e+05
2017 150 19 23  4.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6379e+04  1.4986e+05
2017 150 19 24  8.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6385e+04  1.4986e+05
2017 150 19 25 12.000      1.553  3.2075e+05   -530.91    107.52     36.42  1.5845e+06 -7.6391e+04  1.4986e+05
2017 150 19 26 16.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6397e+04  1.4987e+05
2017 150 19 27 20.000      1.429  2.8247e+05   -533.25    110.89     23.80  1.5845e+06 -7.6403e+04  1.4987e+05
2017 150 19 28 24.000      1.394  3.1696e+05   -532.10    112.87     37.32  1.5845e+06 -7.6408e+04  1.4987e+05
2017 150 19 29 28.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6414e+04  1.4987e+05
2017 150 19 30 32.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6420e+04  1.4987e+05
2017 150 19 31 36.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6426e+04  1.4987e+05
2017 150 19 32 40.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6432e+04  1.4987e+05
2017 150 19 33 44.000      1.357  3.1039e+05   -542.91    111.36     30.71  1.5845e+06 -7.6438e+04  1.4988e+05
2017 150 19 34 48.000      1.271  2.8263e+05   -539.16    114.26     30.55  1.5845e+06 -7.6444e+04  1.4988e+05
2017 150 19 35 52.000      1.311  2.8871e+05   -529.13    109.62     37.09  1.5845e+06 -7.6450e+04  1.4988e+05
2017 150 19 36 56.000      1.270  2.8608e+05   -527.09    107.54     30.28  1.5845e+06 -7.6456e+04  1.4988e+05
2017 150 19 38  0.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6462e+04  1.4988e+05
2017 150 19 39  4.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6468e+04  1.4988e+05
2017 150 19 40  8.000      1.230  2.6101e+05   -529.87    102.92     16.32  1.5845e+06 -7.6474e+04  1.4988e+05
2017 150 19 41 12.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6480e+04  1.4988e+05
2017 150 19 42 16.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6485e+04  1.4989e+05
2017 150 19 43 20.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6491e+04  1.4989e+05
2017 150 19 44 24.000      1.362  2.3155e+05   -531.22    108.04     17.04  1.5845e+06 -7.6497e+04  1.4989e+05
2017 150 19 45 28.000      1.326  2.3853e+05   -532.01    107.82     22.00  1.5845e+06 -7.6503e+04  1.4989e+05
2017 150 19 46 32.000      1.360  2.5815e+05   -527.47    114.17     24.39  1.5845e+06 -7.6509e+04  1.4989e+05
2017 150 19 47 36.000      1.306  2.3521e+05   -533.93    111.74     26.68  1.5845e+06 -7.6515e+04  1.4989e+05
2017 150 19 48 40.000      1.370  2.3942e+05   -534.66    109.33     23.25  1.5845e+06 -7.6521e+04  1.4989e+05
2017 150 19 49 44.000      1.291  2.5593e+05   -530.55    111.27     20.56  1.5845e+06 -7.6527e+04  1.4989e+05
2017 150 19 50 48.000      1.373  2.2767e+05   -529.70    110.50     25.13  1.5845e+06 -7.6533e+04  1.4990e+05
2017 150 19 51 52.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6539e+04  1.4990e+05
2017 150 19 52 56.000      1.354  2.2145e+05   -530.60    116.50     23.55  1.5845e+06 -7.6545e+04  1.4990e+05
2017 150 19 54  0.000      1.447  2.3143e+05   -522.96    118.93     27.27  1.5845e+06 -7.6551e+04  1.4990e+05
2017 150 19 55  4.000      1.480  2.4161e+05   -517.93    117.51     27.77  1.5845e+06 -7.6557e+04  1.4990e+05
2017 150 19 56  8.000      1.361  2.6700e+05   -517.90    119.57     25.46  1.5845e+06 -7.6562e+04  1.4990e+05
2017 150 19 57 12.000      1.382  2.1801e+05   -523.71    121.34     27.73  1.5845e+06 -7.6568e+04  1.4990e+05
2017 150 19 58 16.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5845e+06 -7.6574e+04  1.4991e+05
2017 150 19 59 20.000      1.338  2.2953e+05   -529.82    107.14     24.08  1.5845e+06 -7.6580e+04  1.4991e+05
2017 150 20  0 24.000      1.353  2.4347e+05   -530.20    104.77     29.66  1.5844e+06 -7.6586e+04  1.4991e+05
2017 150 20  1 28.000      1.341  2.2134e+05   -528.11    106.99     29.03  1.5844e+06 -7.6592e+04  1.4991e+05
2017 150 20  2 32.000      1.237  2.2343e+05   -528.21    108.99     26.31  1.5844e+06 -7.6598e+04  1.4991e+05
2017 150 20  3 36.000  -9999.900 -9.9999e+03  -9999.90  -9999.90  -9999.90  1.5844e+06 -7.6604e+04  1.4991e+05
2017 150 20  4 40.000      1.299  2.4490e+05   -529.68    107.38     25.87  1.5844e+06 -7.6610e+04  1.4991e+05
2017 150 20  5 44.000      1.312  2.5848e+05   -528.15    110.52     31.98  1.5844e+06 -7.6616e+04  1.4991e+05
