IMF.dat from Geotail merged for Ux, Uy, Uz, rho, T

MIDL 32Re Data for 2003-10 (GSM nT, km/s, cm^-3, K)
year month day hour minute Bx By Bz Ux Uy Uz rho T B_interp Ux_interp Uyz_interp rho_interp T_interp
#START
2003 10 29   3  22     8.22    -4.14    -2.62   -602.21    -64.09    -22.71      5.91  681851.00    0    1    1    1    1
2003 10 29   3  23     8.22    -4.72    -2.62   -601.89    -63.75    -22.26      5.90  680316.28    0    1    1    1    1
2003 10 29   3  24     8.22    -4.53    -2.62   -601.53    -63.37    -21.73      5.59  678562.37    0    1    1    1    1
2003 10 29   3  25     7.83    -4.53    -0.96   -601.22    -63.04    -21.28      5.31  677027.62    0    1    1    1    1
2003 10 29   3  26     7.33    -4.53     0.21   -600.90    -62.71    -20.82      5.16  675492.89    0    1    1    1    1
2003 10 29   3  27     4.07    -6.55     3.59   -600.53    -62.33    -20.30      5.16  673738.94    0    1    1    1    1
2003 10 29   3  28     4.07    -6.55     0.21   -600.17    -61.96    -19.78      5.16  671985.00    0    1    1    1    1
2003 10 29   3  29     6.60    -3.27     3.32   -599.86    -61.63    -19.32      5.16  670450.27    0    1    1    1    1
2003 10 29   3  30     6.60    -3.27     1.59   -599.54    -61.30    -18.86      5.16  668915.56    0    1    1    1    1
2003 10 29   3  31     6.60    -3.48     1.59   -599.18    -60.92    -18.34      5.17  667161.63    0    1    1    1    1
2003 10 29   3  32     7.68    -4.30    -0.25   -598.87    -60.60    -17.88      5.26  665626.88    0    1    1    1    1
2003 10 29   3  33     7.98    -4.30    -0.68   -598.55    -60.28    -17.41      5.38  664092.13    0    1    1    1    1
2003 10 29   3  34     7.86    -4.53    -1.72   -598.20    -59.90    -16.89      5.52  662338.25    0    1    1    1    1
2003 10 29   3  35     7.86    -4.53    -0.68   -597.88    -59.58    -16.43      5.58  660803.54    0    1    1    1    1
2003 10 29   3  36     7.86    -2.82     4.89   -597.56    -59.26    -15.97      5.58  659268.87    0    1    1    1    1
2003 10 29   3  37     8.21    -0.89     4.89   -597.27    -59.52    -15.25      5.58  658934.27    0    1    1    1    1
2003 10 29   3  38     8.70    -0.89     4.34   -597.10    -60.70    -14.30      5.58  660647.58    0    1    1    1    1
2003 10 29   3  39     8.72    -1.88     2.25   -596.94    -61.88    -13.35      5.49  662360.89    0    1    1    1    1
2003 10 29   3  40     8.72    -1.88    -3.60   -596.75    -63.23    -12.26      5.29  664318.95    0    1    1    1    1
2003 10 29   3  41     8.72    -0.07    -3.60   -596.58    -64.42    -11.32      5.06  666032.25    0    1    1    1    1
2003 10 29   3  42     8.83     1.11    -1.83   -596.42    -65.61    -10.37      4.75  667745.56    0    1    1    1    1
2003 10 29   3  43     8.83     4.40    -0.31   -596.23    -66.96     -9.29      4.46  669703.63    0    1    1    1    1
2003 10 29   3  44     8.73     5.11     1.09   -596.04    -68.33     -8.21      4.62  671661.70    0    1    1    1    1
2003 10 29   3  45     8.18     5.78     2.35   -595.87    -69.51     -7.27      4.67  673375.00    0    1    1    1    1
2003 10 29   3  46     8.09     6.33     2.35   -595.70    -70.71     -6.34      4.45  675088.30    0    1    1    1    1
2003 10 29   3  47     8.03     6.34     0.95   -595.51    -72.08     -5.26      4.60  677046.37    0    1    1    1    1
2003 10 29   3  48     7.88     6.47    -2.22   -595.34    -73.27     -4.34      4.70  678759.69    0    1    1    1    1
2003 10 29   3  49     7.24     7.18    -2.49   -595.18    -74.47     -3.40      4.49  680472.98    0    1    1    1    1
2003 10 29   3  50     7.24     7.18    -2.90   -594.99    -75.84     -2.34      4.24  682431.05    0    1    1    1    1
2003 10 29   3  51     8.26     4.57    -4.26   -594.80    -77.21     -1.27      3.99  684389.11    0    1    1    1    1
2003 10 29   3  52     8.26     3.58    -4.47   -594.63    -78.41     -0.35      3.73  686102.42    0    1    1    1    1
2003 10 29   3  53     7.89     3.48    -5.30   -594.46    -79.62      0.57      3.46  687815.73    0    1    1    1    1
2003 10 29   3  54     7.80     3.48    -5.30   -594.27    -80.99      1.63      3.42  689773.78    0    1    1    1    1
