MIDL 32Re Data for 2016-10 (GSM nT, km/s, cm^-3, K)
yr mo dy hr mn sc msc bx by bz ux uy uz rho T B_interp Ux_interp Uyz_interp rho_interp T_interp
2016 10 12 20 22  0    0     3.28    -0.69    -1.02    -347.5     -6.49      0.35     5.604      29668    0    0    0    0    0
2016 10 12 20 23  0    0     3.30    -0.67    -1.08    -347.0     -6.35     -0.08     5.607      29157    0    0    0    0    0
2016 10 12 20 24  0    0     3.35    -0.70    -0.99    -346.5     -6.75     -0.42     5.678      28260    0    0    0    0    0
2016 10 12 20 25  0    0     3.36    -0.76    -0.91    -346.2     -7.66     -0.46     5.803      26209    0    0    0    0    0
2016 10 12 20 26  0    0     3.39    -0.79    -0.83    -346.2     -7.80     -0.03     5.799      25249    0    0    0    0    0
2016 10 12 20 27  0    0     3.41    -0.82    -0.65    -346.5     -7.92      0.74     5.788      24802    0    0    0    0    0
2016 10 12 20 28  0    0     3.41    -0.89    -0.44    -346.9     -8.02      1.72     5.791      25276    0    0    0    0    0
2016 10 12 20 29  0    0     3.48    -0.89    -0.43    -347.1     -8.08      2.42     5.796      25997    0    0    0    0    0
2016 10 12 20 30  0    0     3.49    -0.91    -0.42    -347.4     -8.43      2.52     5.791      26150    0    0    0    0    0
2016 10 12 20 31  0    0     3.48    -0.94    -0.40    -347.6     -9.37      2.49     5.769      26148    0    0    0    0    0
2016 10 12 20 32  0    0     3.48    -0.94    -0.40    -347.4     -9.53      2.53     5.758      24510    0    0    0    0    0
2016 10 12 20 33  0    0     3.47    -0.93    -0.38    -347.1     -8.87      2.79     5.782      23022    0    0    0    0    0
2016 10 12 20 34  0    0     3.46    -0.92    -0.34    -346.8     -8.50      2.93     5.814      23022    0    0    0    0    0
2016 10 12 20 35  0    0     3.44    -0.93    -0.26    -346.8     -8.56      1.96     5.847      23814    0    0    0    0    0
2016 10 12 20 36  0    0     3.42    -0.99    -0.16    -346.8     -8.65      0.57     5.896      25561    0    0    0    0    0
2016 10 12 20 37  0    0     3.42    -1.06    -0.02    -346.8     -8.50     -0.05     5.888      26343    0    0    0    0    0
2016 10 12 20 38  0    0     3.40    -1.13     0.03    -346.9     -8.45     -0.30     5.809      26259    0    0    0    0    0
2016 10 12 20 39  0    0     3.37    -1.14    -0.05    -346.8     -8.54     -0.60     5.759      26129    0    0    0    0    0
2016 10 12 20 40  0    0     3.34    -1.10    -0.07    -346.8     -8.69     -0.77     5.771      26074    0    0    0    0    0
2016 10 12 20 41  0    0     3.29    -1.14     0.05    -347.5     -8.44      0.42     5.801      25988    0    0    0    0    0
2016 10 12 20 42  0    0     3.26    -1.21     0.28    -351.8     -8.86      4.59     5.909      24396    0    0    0    0    0
2016 10 12 20 43  0    0     3.26    -1.18     0.28    -351.9     -8.82      5.09     5.966      24460    0    0    0    0    0
2016 10 12 20 44  0    0     3.27    -1.16     0.27    -352.0     -9.61      4.87     6.033      24723    0    0    0    0    0
2016 10 12 20 45  0    0     3.29    -1.18     0.20    -351.4    -10.06      3.98     6.080      24952    0    0    0    0    0
2016 10 12 20 46  0    0     3.36    -1.28     0.20    -351.0    -10.23      3.57     5.916      24952    0    0    0    0    0
2016 10 12 20 47  0    0     3.36    -1.28     0.20    -350.6    -10.44      3.16     5.936      24956    0    0    0    0    0
2016 10 12 20 48  0    0     3.33    -1.32     0.28    -348.7    -10.21      2.23     5.683      25031    0    0    0    0    0
2016 10 12 20 49  0    0     3.29    -1.37     0.32    -347.1    -10.03      1.36     5.520      25065    0    0    0    0    0
2016 10 12 20 50  0    0     3.27    -1.43     0.26    -346.1    -10.17      0.58     5.468      24810    0    0    0    0    0
2016 10 12 20 51  0    0     3.27    -1.44     0.10    -345.9    -10.73     -0.08     5.508      24121    0    0    0    0    0
2016 10 12 20 52  0    0     3.27    -1.31     0.10    -345.9    -10.49     -0.66     5.534      25161    0    0    0    0    0
2016 10 12 20 53  0    0     3.27    -1.17     0.08    -345.9    -10.34     -0.51     5.530      29092    0    0    0    0    0
2016 10 12 20 54  0    0     3.19    -1.10    -0.03    -346.4    -10.16     -0.14     5.359      30971    0    0    0    0    0
2016 10 12 20 55  0    0     3.18    -0.98    -0.20    -347.8    -10.20     -0.91     5.160      31513    0    0    0    0    0
2016 10 12 20 56  0    0     3.18    -1.03    -0.27    -347.4    -10.15     -1.44     5.187      31659    0    0    0    0    0
2016 10 12 20 57  0    0     3.17    -1.16    -0.25    -346.3    -10.16     -1.67     5.279      31519    0    0    0    0    0
2016 10 12 20 58  0    0     3.14    -1.22    -0.14    -344.8    -10.17     -1.74     5.337      31127    0    0    0    0    0
2016 10 12 20 59  0    0     3.09    -1.22    -0.14    -344.2    -10.03     -2.65     5.405      29915    0    0    0    0    0
2016 10 12 21  0  0    0     3.05    -0.92    -0.31    -344.2     -9.84     -2.96     5.444      29814    0    0    0    0    0
2016 10 12 21  1  0    0     3.05    -0.86    -0.31    -343.9     -9.59     -3.06     5.446      31188    0    0    0    0    0
2016 10 12 21  2  0    0     3.08    -0.79    -0.35    -343.7     -9.37     -2.86     5.438      31359    0    0    0    0    0
2016 10 12 21  3  0    0     3.16    -0.72    -0.40    -343.5     -8.58     -2.16     5.358      31295    0    0    0    0    0
2016 10 12 21  4  0    0     3.22    -0.70    -0.42    -343.5     -8.09     -1.90     5.358      30191    0    0    0    0    0
2016 10 12 21  5  0    0     3.27    -0.69    -0.43    -343.9     -7.78     -1.69     5.443      28960    0    0    0    0    0
2016 10 12 21  6  0    0     3.28    -0.71    -0.47    -344.0     -7.78     -1.45     5.458      28510    0    0    0    0    0
2016 10 12 21  7  0    0     3.26    -0.73    -0.52    -343.9     -7.32     -1.13     5.463      28053    0    0    0    0    0
2016 10 12 21  8  0    0     3.23    -0.72    -0.60    -343.8     -7.03     -1.04     5.487      27990    0    0    0    0    0
2016 10 12 21  9  0    0     3.23    -0.71    -0.72    -343.8     -7.18     -1.50     5.547      28032    0    0    0    0    0
2016 10 12 21 10  0    0     3.12    -0.72    -0.83    -343.9     -7.36     -2.05     5.661      28038    0    0    0    0    0
2016 10 12 21 11  0    0     3.09    -0.73    -0.85    -343.7     -7.32     -2.12     5.669      26867    0    0    0    0    0
2016 10 12 21 12  0    0     3.07    -0.74    -0.85    -343.4     -7.28     -2.42     5.639      26668    0    0    0    0    0
2016 10 12 21 13  0    0     3.08    -0.74    -0.84    -343.1     -7.54     -2.54     5.590      26908    0    0    0    0    0
2016 10 12 21 14  0    0     3.09    -0.73    -0.81    -342.9     -7.52     -2.59     5.549      27121    0    0    0    0    0
2016 10 12 21 15  0    0     3.10    -0.72    -0.74    -342.7     -7.49     -2.40     5.533      27912    0    0    0    0    0
2016 10 12 21 16  0    0     3.12    -0.70    -0.62    -342.5     -7.51     -2.07     5.472      29724    0    0    0    0    0
2016 10 12 21 17  0    0     3.15    -0.65    -0.51    -342.4     -7.73     -1.81     5.387      30944    0    0    0    0    0
2016 10 12 21 18  0    0     3.16    -0.62    -0.46    -342.3     -7.85     -1.61     5.344      31264    0    0    0    0    0
2016 10 12 21 19  0    0     3.16    -0.62    -0.45    -342.2     -7.92     -1.52     5.334      31925    0    0    0    0    0
2016 10 12 21 20  0    0     3.16    -0.64    -0.45    -342.0     -7.76     -1.93     5.328      32369    0    0    0    0    0
2016 10 12 21 21  0    0     3.17    -0.62    -0.46    -341.9     -7.28     -2.72     5.435      31981    0    0    0    0    0
2016 10 12 21 22  0    0     3.17    -0.53    -0.46    -341.8     -6.27     -3.22     5.490      31348    0    0    0    0    0
2016 10 12 21 23  0    0     3.17    -0.64    -0.45    -341.6     -5.45     -3.09     5.428      30789    0    0    0    0    0
2016 10 12 21 24  0    0     3.17    -0.89    -0.47    -341.6     -5.37     -2.81     5.401      30107    0    0    0    0    0
2016 10 12 21 25  0    0     3.07    -0.95    -0.56    -342.4     -6.39     -2.53     5.570      29664    0    0    0    0    0
2016 10 12 21 26  0    0     3.11    -0.62    -0.66    -346.0     -8.56     -0.35     5.845      29370    0    0    0    0    0
2016 10 12 21 27  0    0     3.09    -0.58    -0.66    -346.9     -8.66     -0.49     5.848      29200    0    0    0    0    0
2016 10 12 21 28  0    0     3.07    -0.58    -0.63    -346.6     -8.94     -0.61     5.817      29730    0    0    0    0    0
2016 10 12 21 29  0    0     3.01    -0.54    -0.62    -346.6     -9.35     -0.51     5.796      30662    0    0    0    0    0
2016 10 12 21 30  0    0     2.97    -0.45    -0.61    -346.3     -9.68     -0.25     5.768      30180    0    0    0    0    0
2016 10 12 21 31  0    0     2.99    -0.40    -0.55    -346.0     -9.77     -0.26     5.765      29119    0    0    0    0    0
2016 10 12 21 32  0    0     3.06    -0.40    -0.47    -345.9     -9.19     -0.46     5.748      29608    0    0    0    0    0
2016 10 12 21 33  0    0     3.14    -0.41    -0.47    -346.0     -8.67     -0.58     5.771      31378    0    0    0    0    0
2016 10 12 21 34  0    0     3.17    -0.40    -0.47    -346.0     -8.35     -0.50     5.763      31985    0    0    0    0    0
2016 10 12 21 35  0    0     3.17    -0.42    -0.49    -346.1     -8.17     -0.65     5.737      31385    0    0    0    0    0
2016 10 12 21 36  0    0     3.18    -0.48    -0.53    -346.1     -8.93     -1.36     5.777      29736    0    0    0    0    0
2016 10 12 21 37  0    0     3.18    -0.51    -0.51    -346.0     -9.04     -2.51     5.883      29736    0    0    0    0    0
2016 10 12 21 38  0    0     3.18    -0.52    -0.51    -345.6     -9.53     -3.29     5.935      29728    0    0    0    0    0
2016 10 12 21 39  0    0     3.17    -0.54    -0.52    -345.3     -9.85     -3.48     6.007      29647    0    0    0    0    0
2016 10 12 21 40  0    0     3.15    -0.57    -0.63    -345.4     -9.96     -3.50     6.022      29303    0    0    0    0    0
2016 10 12 21 41  0    0     3.16    -0.57    -0.60    -346.4     -9.73     -2.60     6.028      29490    0    0    0    0    0
2016 10 12 21 42  0    0     3.20    -0.54    -0.46    -347.1     -9.57     -1.56     5.928      29876    0    0    0    0    0
2016 10 12 21 43  0    0     3.22    -0.48    -0.43    -347.1     -9.70     -1.19     5.843      29185    0    0    0    0    0
2016 10 12 21 44  0    0     3.24    -0.43    -0.51    -346.9     -9.86     -0.93     5.843      28121    0    0    0    0    0
2016 10 12 21 45  0    0     3.15    -0.39    -0.56    -346.8     -9.86     -0.77     5.900      27870    0    0    0    0    0
2016 10 12 21 46  0    0     2.99    -0.37    -0.65    -346.5     -9.60     -0.93     5.947      28568    0    0    0    0    0
2016 10 12 21 47  0    0     3.04    -0.34    -0.65    -345.7     -9.17     -1.13     5.850      30048    0    0    0    0    0
2016 10 12 21 48  0    0     3.24    -0.31    -0.67    -345.7     -9.08     -1.22     5.798      30395    0    0    0    0    0
2016 10 12 21 49  0    0     3.23    -0.29    -0.70    -345.8     -9.17     -1.23     5.777      30182    0    0    0    0    0
