Sym-H and AL  obtained from Kyoto WDC for SWPC Event 3.  Units in nT.
year mo dy hr mn sc msc dst_sm AL
2001 08 31 22 32 00 000  -18.00   -63.00
2001 08 31 22 33 00 000  -18.00   -65.00
2001 08 31 22 34 00 000  -19.00   -66.00
2001 08 31 22 35 00 000  -19.00   -68.00
2001 08 31 22 36 00 000  -19.00   -67.00
2001 08 31 22 37 00 000  -20.00   -66.00
2001 08 31 22 38 00 000  -20.00   -68.00
2001 08 31 22 39 00 000  -20.00   -69.00
2001 08 31 22 40 00 000  -20.00   -71.00
2001 08 31 22 41 00 000  -20.00   -72.00
2001 08 31 22 42 00 000  -21.00   -73.00
2001 08 31 22 43 00 000  -20.00   -73.00
2001 08 31 22 44 00 000  -20.00   -73.00
2001 08 31 22 45 00 000  -21.00   -73.00
2001 08 31 22 46 00 000  -20.00   -71.00
2001 08 31 22 47 00 000  -20.00   -68.00
2001 08 31 22 48 00 000  -21.00   -65.00
2001 08 31 22 49 00 000  -21.00   -63.00
2001 08 31 22 50 00 000  -21.00   -61.00
2001 08 31 22 51 00 000  -21.00   -58.00
2001 08 31 22 52 00 000  -21.00   -56.00
2001 08 31 22 53 00 000  -21.00   -55.00
2001 08 31 22 54 00 000  -21.00   -53.00
2001 08 31 22 55 00 000  -21.00   -53.00
2001 08 31 22 56 00 000  -21.00   -49.00
2001 08 31 22 57 00 000  -21.00   -50.00
2001 08 31 22 58 00 000  -21.00   -49.00
2001 08 31 22 59 00 000  -22.00   -48.00
2001 08 31 23 00 00 000  -22.00   -49.00
2001 08 31 23 01 00 000  -22.00   -46.00
2001 08 31 23 02 00 000  -22.00   -45.00
2001 08 31 23 03 00 000  -22.00   -44.00
2001 08 31 23 04 00 000  -22.00   -41.00
2001 08 31 23 05 00 000  -22.00   -42.00
2001 08 31 23 06 00 000  -22.00   -40.00
2001 08 31 23 07 00 000  -22.00   -41.00
2001 08 31 23 08 00 000  -22.00   -37.00
2001 08 31 23 09 00 000  -22.00   -38.00
2001 08 31 23 10 00 000  -22.00   -37.00
2001 08 31 23 11 00 000  -22.00   -37.00
2001 08 31 23 12 00 000  -22.00   -37.00
2001 08 31 23 13 00 000  -22.00   -36.00
2001 08 31 23 14 00 000  -22.00   -37.00
2001 08 31 23 15 00 000  -22.00   -37.00
2001 08 31 23 16 00 000  -22.00   -37.00
2001 08 31 23 17 00 000  -22.00   -37.00
2001 08 31 23 18 00 000  -22.00   -37.00
2001 08 31 23 19 00 000  -22.00   -36.00
2001 08 31 23 20 00 000  -22.00   -34.00
2001 08 31 23 21 00 000  -22.00   -36.00
2001 08 31 23 22 00 000  -22.00   -46.00
2001 08 31 23 23 00 000  -22.00   -43.00
2001 08 31 23 24 00 000  -22.00   -38.00
2001 08 31 23 25 00 000  -22.00   -40.00
2001 08 31 23 26 00 000  -22.00   -37.00
2001 08 31 23 27 00 000  -22.00   -37.00
2001 08 31 23 28 00 000  -22.00   -38.00
2001 08 31 23 29 00 000  -22.00   -37.00
2001 08 31 23 30 00 000  -22.00   -37.00
2001 08 31 23 31 00 000  -22.00   -48.00
2001 08 31 23 32 00 000  -22.00   -38.00
2001 08 31 23 33 00 000  -22.00   -45.00
2001 08 31 23 34 00 000  -22.00   -43.00
2001 08 31 23 35 00 000  -21.00   -40.00
2001 08 31 23 36 00 000  -21.00   -35.00
2001 08 31 23 37 00 000  -22.00   -40.00
2001 08 31 23 38 00 000  -21.00   -45.00
2001 08 31 23 39 00 000  -21.00   -55.00
2001 08 31 23 40 00 000  -21.00   -57.00
2001 08 31 23 41 00 000  -21.00   -56.00
2001 08 31 23 42 00 000  -21.00   -61.00
2001 08 31 23 43 00 000  -21.00   -76.00
2001 08 31 23 44 00 000  -20.00   -73.00
2001 08 31 23 45 00 000  -20.00   -71.00
2001 08 31 23 46 00 000  -20.00   -71.00
2001 08 31 23 47 00 000  -20.00   -67.00
2001 08 31 23 48 00 000  -20.00   -71.00
2001 08 31 23 49 00 000  -20.00   -63.00
2001 08 31 23 50 00 000  -19.00   -76.00
2001 08 31 23 51 00 000  -19.00   -76.00
2001 08 31 23 52 00 000  -19.00   -66.00
2001 08 31 23 53 00 000  -19.00   -63.00
2001 08 31 23 54 00 000  -19.00   -58.00
2001 08 31 23 55 00 000  -19.00   -57.00
2001 08 31 23 56 00 000  -19.00   -58.00
2001 08 31 23 57 00 000  -19.00   -64.00
2001 08 31 23 58 00 000  -19.00   -78.00
2001 08 31 23 59 00 000  -19.00   -88.00
