Sym-H and AL  obtained from Kyoto WDC for SWPC Event 5.  Units in nT.
year mo dy hr mn sc msc dst_sm AL
2010 04 05 13 29 00 000  -30.00  -951.00
2010 04 05 13 30 00 000  -30.00  -975.00
2010 04 05 13 31 00 000  -30.00  -871.00
2010 04 05 13 32 00 000  -30.00  -804.00
2010 04 05 13 33 00 000  -28.00  -701.00
2010 04 05 13 34 00 000  -29.00  -756.00
2010 04 05 13 35 00 000  -29.00  -786.00
2010 04 05 13 36 00 000  -30.00  -768.00
2010 04 05 13 37 00 000  -33.00  -709.00
2010 04 05 13 38 00 000  -38.00  -735.00
2010 04 05 13 39 00 000  -35.00  -631.00
2010 04 05 13 40 00 000  -33.00  -564.00
2010 04 05 13 41 00 000  -32.00  -688.00
2010 04 05 13 42 00 000  -34.00  -711.00
2010 04 05 13 43 00 000  -31.00  -879.00
2010 04 05 13 44 00 000  -29.00  -975.00
2010 04 05 13 45 00 000  -32.00  -944.00
2010 04 05 13 46 00 000  -32.00  -901.00
2010 04 05 13 47 00 000  -30.00  -989.00
2010 04 05 13 48 00 000  -30.00  -996.00
2010 04 05 13 49 00 000  -36.00 -1040.00
2010 04 05 13 50 00 000  -39.00 -1023.00
2010 04 05 13 51 00 000  -40.00  -860.00
2010 04 05 13 52 00 000  -39.00  -817.00
2010 04 05 13 53 00 000  -37.00  -742.00
2010 04 05 13 54 00 000  -41.00  -764.00
2010 04 05 13 55 00 000  -37.00  -748.00
2010 04 05 13 56 00 000  -36.00  -583.00
2010 04 05 13 57 00 000  -35.00  -551.00
2010 04 05 13 58 00 000  -35.00  -524.00
2010 04 05 13 59 00 000  -36.00  -597.00
2010 04 05 14 00 00 000  -40.00  -587.00
2010 04 05 14 01 00 000  -41.00  -662.00
2010 04 05 14 02 00 000  -42.00  -685.00
2010 04 05 14 03 00 000  -41.00  -641.00
2010 04 05 14 04 00 000  -40.00  -597.00
2010 04 05 14 05 00 000  -40.00  -586.00
2010 04 05 14 06 00 000  -42.00  -492.00
2010 04 05 14 07 00 000  -43.00  -544.00
2010 04 05 14 08 00 000  -42.00  -555.00
2010 04 05 14 09 00 000  -41.00  -517.00
2010 04 05 14 10 00 000  -40.00  -534.00
2010 04 05 14 11 00 000  -37.00  -482.00
2010 04 05 14 12 00 000  -37.00  -505.00
2010 04 05 14 13 00 000  -33.00  -566.00
2010 04 05 14 14 00 000  -30.00  -634.00
2010 04 05 14 15 00 000  -30.00  -633.00
2010 04 05 14 16 00 000  -33.00  -533.00
2010 04 05 14 17 00 000  -37.00  -588.00
2010 04 05 14 18 00 000  -38.00  -617.00
2010 04 05 14 19 00 000  -38.00  -695.00
2010 04 05 14 20 00 000  -37.00  -756.00
2010 04 05 14 21 00 000  -37.00  -739.00
2010 04 05 14 22 00 000  -36.00  -653.00
2010 04 05 14 23 00 000  -36.00  -681.00
2010 04 05 14 24 00 000  -38.00  -797.00
2010 04 05 14 25 00 000  -39.00  -856.00
2010 04 05 14 26 00 000  -39.00  -799.00
2010 04 05 14 27 00 000  -39.00  -726.00
2010 04 05 14 28 00 000  -38.00  -651.00
2010 04 05 14 29 00 000  -34.00  -714.00
2010 04 05 14 30 00 000  -33.00  -774.00
2010 04 05 14 31 00 000  -34.00  -753.00
2010 04 05 14 32 00 000  -36.00  -741.00
2010 04 05 14 33 00 000  -36.00  -804.00
2010 04 05 14 34 00 000  -38.00  -865.00
2010 04 05 14 35 00 000  -38.00  -922.00
2010 04 05 14 36 00 000  -39.00  -911.00
2010 04 05 14 37 00 000  -39.00  -833.00
2010 04 05 14 38 00 000  -40.00  -727.00
2010 04 05 14 39 00 000  -40.00  -686.00
2010 04 05 14 40 00 000  -38.00  -650.00
2010 04 05 14 41 00 000  -34.00  -567.00
2010 04 05 14 42 00 000  -36.00  -572.00
2010 04 05 14 43 00 000  -36.00  -632.00
2010 04 05 14 44 00 000  -36.00  -635.00
2010 04 05 14 45 00 000  -36.00  -619.00
2010 04 05 14 46 00 000  -39.00  -671.00
2010 04 05 14 47 00 000  -42.00  -722.00
2010 04 05 14 48 00 000  -45.00  -784.00
2010 04 05 14 49 00 000  -45.00  -797.00
2010 04 05 14 50 00 000  -47.00  -755.00
2010 04 05 14 51 00 000  -48.00  -728.00
2010 04 05 14 52 00 000  -47.00  -722.00
2010 04 05 14 53 00 000  -47.00  -673.00
2010 04 05 14 54 00 000  -48.00  -625.00
2010 04 05 14 55 00 000  -48.00  -575.00
2010 04 05 14 56 00 000  -49.00  -549.00
2010 04 05 14 57 00 000  -50.00  -514.00
2010 04 05 14 58 00 000  -51.00  -484.00
2010 04 05 14 59 00 000  -52.00  -465.00
2010 04 05 15 00 00 000  -52.00  -449.00
2010 04 05 15 01 00 000  -52.00  -484.00
2010 04 05 15 02 00 000  -52.00  -548.00
2010 04 05 15 03 00 000  -52.00  -587.00
2010 04 05 15 04 00 000  -51.00  -565.00
2010 04 05 15 05 00 000  -50.00  -538.00
2010 04 05 15 06 00 000  -51.00  -513.00
2010 04 05 15 07 00 000  -51.00  -505.00
2010 04 05 15 08 00 000  -51.00  -485.00
2010 04 05 15 09 00 000  -50.00  -470.00
2010 04 05 15 10 00 000  -50.00  -472.00
2010 04 05 15 11 00 000  -49.00  -474.00
2010 04 05 15 12 00 000  -49.00  -488.00
2010 04 05 15 13 00 000  -49.00  -460.00
2010 04 05 15 14 00 000  -50.00  -461.00
2010 04 05 15 15 00 000  -49.00  -454.00
2010 04 05 15 16 00 000  -49.00  -419.00
2010 04 05 15 17 00 000  -49.00  -376.00
2010 04 05 15 18 00 000  -48.00  -334.00
2010 04 05 15 19 00 000  -49.00  -331.00
2010 04 05 15 20 00 000  -49.00  -334.00
2010 04 05 15 21 00 000  -48.00  -350.00
2010 04 05 15 22 00 000  -46.00  -333.00
2010 04 05 15 23 00 000  -44.00  -320.00
2010 04 05 15 24 00 000  -44.00  -386.00
2010 04 05 15 25 00 000  -44.00  -405.00
2010 04 05 15 26 00 000  -45.00  -441.00
2010 04 05 15 27 00 000  -46.00  -411.00
2010 04 05 15 28 00 000  -45.00  -464.00
2010 04 05 15 29 00 000  -45.00  -427.00
2010 04 05 15 30 00 000  -45.00  -421.00
2010 04 05 15 31 00 000  -44.00  -386.00
2010 04 05 15 32 00 000  -43.00  -424.00
2010 04 05 15 33 00 000  -42.00  -418.00
2010 04 05 15 34 00 000  -41.00  -460.00
2010 04 05 15 35 00 000  -42.00  -523.00
2010 04 05 15 36 00 000  -42.00  -527.00
2010 04 05 15 37 00 000  -41.00  -561.00
2010 04 05 15 38 00 000  -41.00  -593.00
2010 04 05 15 39 00 000  -41.00  -591.00
2010 04 05 15 40 00 000  -41.00  -595.00
2010 04 05 15 41 00 000  -42.00  -608.00
2010 04 05 15 42 00 000  -42.00  -644.00
2010 04 05 15 43 00 000  -41.00  -593.00
2010 04 05 15 44 00 000  -41.00  -601.00
2010 04 05 15 45 00 000  -41.00  -633.00
2010 04 05 15 46 00 000  -40.00  -704.00
2010 04 05 15 47 00 000  -40.00  -744.00
2010 04 05 15 48 00 000  -40.00  -779.00
2010 04 05 15 49 00 000  -40.00  -842.00
2010 04 05 15 50 00 000  -40.00  -925.00
2010 04 05 15 51 00 000  -39.00  -947.00
2010 04 05 15 52 00 000  -40.00  -915.00
2010 04 05 15 53 00 000  -39.00  -896.00
2010 04 05 15 54 00 000  -39.00  -890.00
2010 04 05 15 55 00 000  -39.00  -897.00
2010 04 05 15 56 00 000  -39.00  -951.00
2010 04 05 15 57 00 000  -38.00  -954.00
2010 04 05 15 58 00 000  -38.00  -879.00
2010 04 05 15 59 00 000  -38.00  -808.00
2010 04 05 16 00 00 000  -37.00  -803.00
2010 04 05 16 01 00 000  -37.00  -774.00
2010 04 05 16 02 00 000  -36.00  -726.00
2010 04 05 16 03 00 000  -36.00  -686.00
2010 04 05 16 04 00 000  -36.00  -679.00
2010 04 05 16 05 00 000  -36.00  -685.00
2010 04 05 16 06 00 000  -36.00  -633.00
2010 04 05 16 07 00 000  -36.00  -626.00
2010 04 05 16 08 00 000  -36.00  -628.00
2010 04 05 16 09 00 000  -37.00  -605.00
2010 04 05 16 10 00 000  -37.00  -613.00
2010 04 05 16 11 00 000  -37.00  -554.00
2010 04 05 16 12 00 000  -37.00  -580.00
2010 04 05 16 13 00 000  -37.00  -612.00
2010 04 05 16 14 00 000  -37.00  -625.00
2010 04 05 16 15 00 000  -37.00  -602.00
2010 04 05 16 16 00 000  -38.00  -599.00
2010 04 05 16 17 00 000  -38.00  -610.00
2010 04 05 16 18 00 000  -37.00  -627.00
2010 04 05 16 19 00 000  -38.00  -653.00
2010 04 05 16 20 00 000  -37.00  -643.00
2010 04 05 16 21 00 000  -38.00  -729.00
2010 04 05 16 22 00 000  -38.00  -684.00
2010 04 05 16 23 00 000  -38.00  -587.00
2010 04 05 16 24 00 000  -38.00  -518.00
2010 04 05 16 25 00 000  -38.00  -516.00
2010 04 05 16 26 00 000  -38.00  -545.00
2010 04 05 16 27 00 000  -37.00  -578.00
2010 04 05 16 28 00 000  -36.00  -589.00
2010 04 05 16 29 00 000  -34.00  -603.00
2010 04 05 16 30 00 000  -33.00  -585.00
2010 04 05 16 31 00 000  -32.00  -513.00
2010 04 05 16 32 00 000  -32.00  -513.00
2010 04 05 16 33 00 000  -30.00  -517.00
2010 04 05 16 34 00 000  -29.00  -587.00
2010 04 05 16 35 00 000  -31.00  -610.00
2010 04 05 16 36 00 000  -34.00  -717.00
2010 04 05 16 37 00 000  -36.00  -610.00
2010 04 05 16 38 00 000  -36.00  -599.00
2010 04 05 16 39 00 000  -37.00  -596.00
2010 04 05 16 40 00 000  -36.00  -571.00
2010 04 05 16 41 00 000  -35.00  -559.00
2010 04 05 16 42 00 000  -33.00  -556.00
2010 04 05 16 43 00 000  -34.00  -591.00
2010 04 05 16 44 00 000  -36.00  -530.00
2010 04 05 16 45 00 000  -36.00  -527.00
2010 04 05 16 46 00 000  -36.00  -521.00
2010 04 05 16 47 00 000  -35.00  -511.00
2010 04 05 16 48 00 000  -34.00  -526.00
2010 04 05 16 49 00 000  -34.00  -523.00
2010 04 05 16 50 00 000  -33.00  -554.00
2010 04 05 16 51 00 000  -34.00  -566.00
2010 04 05 16 52 00 000  -35.00  -563.00
2010 04 05 16 53 00 000  -35.00  -613.00
2010 04 05 16 54 00 000  -36.00  -685.00
2010 04 05 16 55 00 000  -35.00  -655.00
2010 04 05 16 56 00 000  -33.00  -660.00
2010 04 05 16 57 00 000  -33.00  -709.00
2010 04 05 16 58 00 000  -34.00  -744.00
2010 04 05 16 59 00 000  -36.00  -626.00
2010 04 05 17 00 00 000  -40.00  -515.00
2010 04 05 17 01 00 000  -37.00  -456.00
2010 04 05 17 02 00 000  -38.00  -472.00
2010 04 05 17 03 00 000  -33.00  -372.00
2010 04 05 17 04 00 000  -31.00  -451.00
2010 04 05 17 05 00 000  -34.00  -477.00
2010 04 05 17 06 00 000  -34.00  -427.00
2010 04 05 17 07 00 000  -35.00  -375.00
2010 04 05 17 08 00 000  -35.00  -325.00
2010 04 05 17 09 00 000  -32.00  -401.00
2010 04 05 17 10 00 000  -32.00  -372.00
2010 04 05 17 11 00 000  -32.00  -318.00
2010 04 05 17 12 00 000  -33.00  -302.00
2010 04 05 17 13 00 000  -33.00  -283.00
2010 04 05 17 14 00 000  -34.00  -290.00
2010 04 05 17 15 00 000  -32.00  -431.00
2010 04 05 17 16 00 000  -29.00  -390.00
2010 04 05 17 17 00 000  -27.00  -427.00
2010 04 05 17 18 00 000  -26.00  -510.00
2010 04 05 17 19 00 000  -27.00  -559.00
2010 04 05 17 20 00 000  -28.00  -528.00
2010 04 05 17 21 00 000  -28.00  -403.00
2010 04 05 17 22 00 000  -29.00  -450.00
2010 04 05 17 23 00 000  -28.00  -519.00
2010 04 05 17 24 00 000  -28.00  -485.00
2010 04 05 17 25 00 000  -31.00  -487.00
2010 04 05 17 26 00 000  -32.00  -450.00
2010 04 05 17 27 00 000  -33.00  -490.00
2010 04 05 17 28 00 000  -32.00  -636.00
2010 04 05 17 29 00 000  -32.00  -674.00
2010 04 05 17 30 00 000  -32.00  -578.00
2010 04 05 17 31 00 000  -33.00  -426.00
2010 04 05 17 32 00 000  -33.00  -322.00
2010 04 05 17 33 00 000  -32.00  -341.00
2010 04 05 17 34 00 000  -31.00  -458.00
2010 04 05 17 35 00 000  -29.00  -456.00
2010 04 05 17 36 00 000  -29.00  -361.00
2010 04 05 17 37 00 000  -32.00  -342.00
2010 04 05 17 38 00 000  -35.00  -362.00
2010 04 05 17 39 00 000  -38.00  -315.00
2010 04 05 17 40 00 000  -38.00  -294.00
2010 04 05 17 41 00 000  -39.00  -289.00
2010 04 05 17 42 00 000  -40.00  -243.00
2010 04 05 17 43 00 000  -39.00  -229.00
2010 04 05 17 44 00 000  -39.00  -264.00
2010 04 05 17 45 00 000  -34.00  -307.00
2010 04 05 17 46 00 000  -29.00  -336.00
2010 04 05 17 47 00 000  -25.00  -278.00
2010 04 05 17 48 00 000  -23.00  -272.00
2010 04 05 17 49 00 000  -23.00  -394.00
2010 04 05 17 50 00 000  -21.00  -325.00
2010 04 05 17 51 00 000  -21.00  -473.00
2010 04 05 17 52 00 000  -13.00  -406.00
2010 04 05 17 53 00 000   -7.00  -380.00
2010 04 05 17 54 00 000   -5.00  -400.00
2010 04 05 17 55 00 000   -6.00  -483.00
2010 04 05 17 56 00 000   -5.00  -422.00
2010 04 05 17 57 00 000   -5.00  -650.00
2010 04 05 17 58 00 000   -5.00  -615.00
2010 04 05 17 59 00 000   -5.00  -386.00
2010 04 05 18 00 00 000   -8.00  -314.00
2010 04 05 18 01 00 000  -11.00  -298.00
2010 04 05 18 02 00 000   -8.00  -338.00
2010 04 05 18 03 00 000  -12.00  -379.00
2010 04 05 18 04 00 000  -12.00  -361.00
2010 04 05 18 05 00 000  -11.00  -409.00
2010 04 05 18 06 00 000  -13.00  -365.00
2010 04 05 18 07 00 000  -16.00  -320.00
2010 04 05 18 08 00 000  -17.00  -430.00
2010 04 05 18 09 00 000  -17.00  -447.00
2010 04 05 18 10 00 000  -19.00  -384.00
2010 04 05 18 11 00 000  -18.00  -380.00
2010 04 05 18 12 00 000  -21.00  -358.00
2010 04 05 18 13 00 000  -23.00  -384.00
2010 04 05 18 14 00 000  -22.00  -446.00
2010 04 05 18 15 00 000  -20.00  -421.00
2010 04 05 18 16 00 000  -20.00  -377.00
2010 04 05 18 17 00 000  -19.00  -336.00
2010 04 05 18 18 00 000  -21.00  -369.00
2010 04 05 18 19 00 000  -21.00  -425.00
2010 04 05 18 20 00 000  -21.00  -457.00
2010 04 05 18 21 00 000  -20.00  -285.00
2010 04 05 18 22 00 000  -19.00  -227.00
2010 04 05 18 23 00 000  -18.00  -240.00
2010 04 05 18 24 00 000  -15.00  -245.00
2010 04 05 18 25 00 000  -14.00  -314.00
2010 04 05 18 26 00 000  -14.00  -280.00
2010 04 05 18 27 00 000  -18.00  -325.00
2010 04 05 18 28 00 000  -19.00  -340.00
2010 04 05 18 29 00 000  -17.00  -343.00
2010 04 05 18 30 00 000  -17.00  -352.00
2010 04 05 18 31 00 000  -16.00  -324.00
2010 04 05 18 32 00 000  -15.00  -341.00
2010 04 05 18 33 00 000  -15.00  -313.00
2010 04 05 18 34 00 000  -16.00  -375.00
2010 04 05 18 35 00 000  -16.00  -392.00
2010 04 05 18 36 00 000  -16.00  -386.00
2010 04 05 18 37 00 000  -15.00  -333.00
2010 04 05 18 38 00 000  -18.00  -327.00
2010 04 05 18 39 00 000  -21.00  -336.00
2010 04 05 18 40 00 000  -21.00  -354.00
2010 04 05 18 41 00 000  -23.00  -346.00
2010 04 05 18 42 00 000  -26.00  -336.00
2010 04 05 18 43 00 000  -25.00  -314.00
2010 04 05 18 44 00 000  -25.00  -272.00
2010 04 05 18 45 00 000  -26.00  -268.00
2010 04 05 18 46 00 000  -27.00  -256.00
2010 04 05 18 47 00 000  -27.00  -265.00
2010 04 05 18 48 00 000  -28.00  -246.00
2010 04 05 18 49 00 000  -28.00  -255.00
2010 04 05 18 50 00 000  -28.00  -253.00
2010 04 05 18 51 00 000  -27.00  -242.00
2010 04 05 18 52 00 000  -28.00  -232.00
2010 04 05 18 53 00 000  -28.00  -226.00
2010 04 05 18 54 00 000  -28.00  -222.00
2010 04 05 18 55 00 000  -27.00  -226.00
2010 04 05 18 56 00 000  -27.00  -226.00
2010 04 05 18 57 00 000  -27.00  -220.00
2010 04 05 18 58 00 000  -27.00  -208.00
2010 04 05 18 59 00 000  -26.00  -213.00
2010 04 05 19 00 00 000  -27.00  -220.00
2010 04 05 19 01 00 000  -27.00  -224.00
2010 04 05 19 02 00 000  -26.00  -235.00
2010 04 05 19 03 00 000  -26.00  -243.00
2010 04 05 19 04 00 000  -27.00  -239.00
2010 04 05 19 05 00 000  -27.00  -219.00
2010 04 05 19 06 00 000  -28.00  -202.00
2010 04 05 19 07 00 000  -29.00  -199.00
2010 04 05 19 08 00 000  -31.00  -184.00
2010 04 05 19 09 00 000  -31.00  -182.00
2010 04 05 19 10 00 000  -31.00  -190.00
2010 04 05 19 11 00 000  -31.00  -205.00
2010 04 05 19 12 00 000  -31.00  -224.00
2010 04 05 19 13 00 000  -31.00  -233.00
2010 04 05 19 14 00 000  -32.00  -235.00
2010 04 05 19 15 00 000  -32.00  -247.00
2010 04 05 19 16 00 000  -32.00  -265.00
2010 04 05 19 17 00 000  -32.00  -266.00
2010 04 05 19 18 00 000  -31.00  -268.00
2010 04 05 19 19 00 000  -32.00  -261.00
2010 04 05 19 20 00 000  -32.00  -264.00
2010 04 05 19 21 00 000  -32.00  -265.00
2010 04 05 19 22 00 000  -31.00  -264.00
2010 04 05 19 23 00 000  -31.00  -266.00
2010 04 05 19 24 00 000  -31.00  -264.00
2010 04 05 19 25 00 000  -31.00  -254.00
2010 04 05 19 26 00 000  -30.00  -243.00
2010 04 05 19 27 00 000  -29.00  -228.00
2010 04 05 19 28 00 000  -30.00  -219.00
2010 04 05 19 29 00 000  -30.00  -226.00
2010 04 05 19 30 00 000  -28.00  -260.00
2010 04 05 19 31 00 000  -29.00  -284.00
2010 04 05 19 32 00 000  -30.00  -271.00
2010 04 05 19 33 00 000  -32.00  -248.00
2010 04 05 19 34 00 000  -32.00  -246.00
2010 04 05 19 35 00 000  -32.00  -274.00
2010 04 05 19 36 00 000  -33.00  -302.00
2010 04 05 19 37 00 000  -34.00  -282.00
2010 04 05 19 38 00 000  -34.00  -246.00
2010 04 05 19 39 00 000  -34.00  -233.00
2010 04 05 19 40 00 000  -34.00  -245.00
2010 04 05 19 41 00 000  -34.00  -267.00
2010 04 05 19 42 00 000  -36.00  -267.00
2010 04 05 19 43 00 000  -36.00  -257.00
2010 04 05 19 44 00 000  -37.00  -259.00
2010 04 05 19 45 00 000  -37.00  -270.00
2010 04 05 19 46 00 000  -38.00  -276.00
2010 04 05 19 47 00 000  -39.00  -278.00
2010 04 05 19 48 00 000  -40.00  -281.00
2010 04 05 19 49 00 000  -40.00  -288.00
2010 04 05 19 50 00 000  -40.00  -301.00
2010 04 05 19 51 00 000  -39.00  -297.00
2010 04 05 19 52 00 000  -39.00  -304.00
2010 04 05 19 53 00 000  -39.00  -280.00
2010 04 05 19 54 00 000  -39.00  -243.00
2010 04 05 19 55 00 000  -39.00  -231.00
2010 04 05 19 56 00 000  -39.00  -244.00
2010 04 05 19 57 00 000  -39.00  -242.00
2010 04 05 19 58 00 000  -38.00  -230.00
2010 04 05 19 59 00 000  -37.00  -228.00
2010 04 05 20 00 00 000  -36.00  -222.00
2010 04 05 20 01 00 000  -35.00  -226.00
2010 04 05 20 02 00 000  -34.00  -212.00
2010 04 05 20 03 00 000  -34.00  -203.00
2010 04 05 20 04 00 000  -34.00  -181.00
2010 04 05 20 05 00 000  -35.00  -172.00
2010 04 05 20 06 00 000  -35.00  -128.00
2010 04 05 20 07 00 000  -36.00  -121.00
2010 04 05 20 08 00 000  -36.00  -143.00
2010 04 05 20 09 00 000  -37.00  -157.00
2010 04 05 20 10 00 000  -37.00  -152.00
2010 04 05 20 11 00 000  -37.00  -156.00
2010 04 05 20 12 00 000  -36.00  -198.00
2010 04 05 20 13 00 000  -35.00  -196.00
2010 04 05 20 14 00 000  -35.00  -229.00
2010 04 05 20 15 00 000  -35.00  -212.00
2010 04 05 20 16 00 000  -35.00  -260.00
2010 04 05 20 17 00 000  -36.00  -367.00
2010 04 05 20 18 00 000  -36.00  -380.00
2010 04 05 20 19 00 000  -36.00  -298.00
2010 04 05 20 20 00 000  -37.00  -201.00
2010 04 05 20 21 00 000  -37.00  -278.00
2010 04 05 20 22 00 000  -37.00  -329.00
2010 04 05 20 23 00 000  -37.00  -330.00
2010 04 05 20 24 00 000  -37.00  -345.00
2010 04 05 20 25 00 000  -36.00  -335.00
2010 04 05 20 26 00 000  -35.00  -346.00
2010 04 05 20 27 00 000  -35.00  -345.00
2010 04 05 20 28 00 000  -34.00  -391.00
2010 04 05 20 29 00 000  -34.00  -442.00
2010 04 05 20 30 00 000  -34.00  -456.00
2010 04 05 20 31 00 000  -34.00  -472.00
2010 04 05 20 32 00 000  -34.00  -445.00
2010 04 05 20 33 00 000  -33.00  -432.00
2010 04 05 20 34 00 000  -33.00  -452.00
2010 04 05 20 35 00 000  -33.00  -476.00
2010 04 05 20 36 00 000  -34.00  -530.00
2010 04 05 20 37 00 000  -35.00  -530.00
2010 04 05 20 38 00 000  -36.00  -527.00
2010 04 05 20 39 00 000  -35.00  -539.00
2010 04 05 20 40 00 000  -35.00  -543.00
2010 04 05 20 41 00 000  -36.00  -484.00
2010 04 05 20 42 00 000  -36.00  -442.00
2010 04 05 20 43 00 000  -36.00  -408.00
2010 04 05 20 44 00 000  -35.00  -356.00
2010 04 05 20 45 00 000  -36.00  -306.00
2010 04 05 20 46 00 000  -37.00  -294.00
2010 04 05 20 47 00 000  -38.00  -293.00
2010 04 05 20 48 00 000  -36.00  -328.00
2010 04 05 20 49 00 000  -36.00  -378.00
2010 04 05 20 50 00 000  -36.00  -399.00
2010 04 05 20 51 00 000  -36.00  -405.00
2010 04 05 20 52 00 000  -36.00  -409.00
2010 04 05 20 53 00 000  -35.00  -410.00
2010 04 05 20 54 00 000  -36.00  -452.00
2010 04 05 20 55 00 000  -36.00  -458.00
2010 04 05 20 56 00 000  -36.00  -426.00
2010 04 05 20 57 00 000  -37.00  -384.00
2010 04 05 20 58 00 000  -37.00  -311.00
2010 04 05 20 59 00 000  -37.00  -259.00
2010 04 05 21 00 00 000  -36.00  -252.00
2010 04 05 21 01 00 000  -37.00  -263.00
2010 04 05 21 02 00 000  -37.00  -380.00
2010 04 05 21 03 00 000  -37.00  -298.00
2010 04 05 21 04 00 000  -36.00  -266.00
2010 04 05 21 05 00 000  -36.00  -295.00
2010 04 05 21 06 00 000  -36.00  -287.00
2010 04 05 21 07 00 000  -36.00  -280.00
2010 04 05 21 08 00 000  -37.00  -282.00
2010 04 05 21 09 00 000  -37.00  -268.00
2010 04 05 21 10 00 000  -36.00  -314.00
2010 04 05 21 11 00 000  -35.00  -331.00
2010 04 05 21 12 00 000  -35.00  -313.00
2010 04 05 21 13 00 000  -36.00  -301.00
2010 04 05 21 14 00 000  -36.00  -320.00
2010 04 05 21 15 00 000  -36.00  -358.00
2010 04 05 21 16 00 000  -36.00  -364.00
2010 04 05 21 17 00 000  -37.00  -382.00
2010 04 05 21 18 00 000  -36.00  -412.00
2010 04 05 21 19 00 000  -36.00  -422.00
2010 04 05 21 20 00 000  -36.00  -406.00
2010 04 05 21 21 00 000  -36.00  -398.00
2010 04 05 21 22 00 000  -36.00  -415.00
2010 04 05 21 23 00 000  -36.00  -394.00
2010 04 05 21 24 00 000  -37.00  -401.00
2010 04 05 21 25 00 000  -37.00  -391.00
2010 04 05 21 26 00 000  -37.00  -371.00
2010 04 05 21 27 00 000  -37.00  -380.00
2010 04 05 21 28 00 000  -38.00  -361.00
2010 04 05 21 29 00 000  -39.00  -346.00
2010 04 05 21 30 00 000  -39.00  -312.00
2010 04 05 21 31 00 000  -39.00  -307.00
2010 04 05 21 32 00 000  -40.00  -320.00
2010 04 05 21 33 00 000  -41.00  -342.00
2010 04 05 21 34 00 000  -42.00  -338.00
2010 04 05 21 35 00 000  -42.00  -331.00
2010 04 05 21 36 00 000  -41.00  -303.00
2010 04 05 21 37 00 000  -41.00  -302.00
2010 04 05 21 38 00 000  -41.00  -348.00
2010 04 05 21 39 00 000  -42.00  -359.00
2010 04 05 21 40 00 000  -43.00  -321.00
2010 04 05 21 41 00 000  -42.00  -299.00
2010 04 05 21 42 00 000  -43.00  -327.00
2010 04 05 21 43 00 000  -43.00  -369.00
2010 04 05 21 44 00 000  -42.00  -397.00
2010 04 05 21 45 00 000  -43.00  -369.00
2010 04 05 21 46 00 000  -43.00  -335.00
2010 04 05 21 47 00 000  -43.00  -337.00
2010 04 05 21 48 00 000  -42.00  -390.00
2010 04 05 21 49 00 000  -41.00  -410.00
2010 04 05 21 50 00 000  -41.00  -403.00
2010 04 05 21 51 00 000  -41.00  -380.00
2010 04 05 21 52 00 000  -41.00  -366.00
2010 04 05 21 53 00 000  -41.00  -370.00
2010 04 05 21 54 00 000  -41.00  -385.00
2010 04 05 21 55 00 000  -41.00  -400.00
2010 04 05 21 56 00 000  -40.00  -411.00
2010 04 05 21 57 00 000  -40.00  -412.00
2010 04 05 21 58 00 000  -41.00  -421.00
2010 04 05 21 59 00 000  -42.00  -425.00
2010 04 05 22 00 00 000  -42.00  -444.00
2010 04 05 22 01 00 000  -42.00  -458.00
2010 04 05 22 02 00 000  -42.00  -459.00
2010 04 05 22 03 00 000  -42.00  -463.00
2010 04 05 22 04 00 000  -43.00  -461.00
2010 04 05 22 05 00 000  -43.00  -437.00
2010 04 05 22 06 00 000  -42.00  -421.00
2010 04 05 22 07 00 000  -42.00  -437.00
2010 04 05 22 08 00 000  -43.00  -476.00
2010 04 05 22 09 00 000  -44.00  -504.00
2010 04 05 22 10 00 000  -43.00  -501.00
2010 04 05 22 11 00 000  -43.00  -498.00
2010 04 05 22 12 00 000  -43.00  -513.00
2010 04 05 22 13 00 000  -43.00  -520.00
2010 04 05 22 14 00 000  -42.00  -530.00
2010 04 05 22 15 00 000  -43.00  -509.00
2010 04 05 22 16 00 000  -43.00  -495.00
2010 04 05 22 17 00 000  -43.00  -492.00
2010 04 05 22 18 00 000  -45.00  -500.00
2010 04 05 22 19 00 000  -45.00  -483.00
2010 04 05 22 20 00 000  -45.00  -458.00
2010 04 05 22 21 00 000  -44.00  -443.00
2010 04 05 22 22 00 000  -46.00  -449.00
2010 04 05 22 23 00 000  -46.00  -445.00
2010 04 05 22 24 00 000  -46.00  -455.00
2010 04 05 22 25 00 000  -47.00  -445.00
2010 04 05 22 26 00 000  -46.00  -430.00
2010 04 05 22 27 00 000  -46.00  -399.00
2010 04 05 22 28 00 000  -47.00  -380.00
2010 04 05 22 29 00 000  -47.00  -381.00
2010 04 05 22 30 00 000  -47.00  -380.00
2010 04 05 22 31 00 000  -47.00  -400.00
2010 04 05 22 32 00 000  -47.00  -412.00
2010 04 05 22 33 00 000  -47.00  -425.00
2010 04 05 22 34 00 000  -47.00  -428.00
2010 04 05 22 35 00 000  -47.00  -424.00
2010 04 05 22 36 00 000  -47.00  -436.00
2010 04 05 22 37 00 000  -47.00  -426.00
2010 04 05 22 38 00 000  -47.00  -427.00
2010 04 05 22 39 00 000  -47.00  -432.00
2010 04 05 22 40 00 000  -48.00  -421.00
2010 04 05 22 41 00 000  -48.00  -416.00
2010 04 05 22 42 00 000  -48.00  -409.00
2010 04 05 22 43 00 000  -49.00  -408.00
2010 04 05 22 44 00 000  -50.00  -400.00
2010 04 05 22 45 00 000  -50.00  -397.00
