Sym-H and AL  obtained from Kyoto WDC for SWPC Event 4.  Units in nT.
2005 08 31 06 38 00 000   15.00   -83.00
2005 08 31 06 39 00 000   15.00   -83.00
2005 08 31 06 40 00 000   16.00   -76.00
2005 08 31 06 41 00 000   17.00   -70.00
2005 08 31 06 42 00 000   17.00   -66.00
2005 08 31 06 43 00 000   16.00   -61.00
2005 08 31 06 44 00 000   16.00   -61.00
2005 08 31 06 45 00 000   15.00   -65.00
2005 08 31 06 46 00 000   15.00   -61.00
2005 08 31 06 47 00 000   15.00   -67.00
2005 08 31 06 48 00 000   15.00   -70.00
2005 08 31 06 49 00 000   14.00   -68.00
2005 08 31 06 50 00 000   13.00   -53.00
2005 08 31 06 51 00 000   12.00   -50.00
2005 08 31 06 52 00 000   13.00   -52.00
2005 08 31 06 53 00 000   13.00   -50.00
2005 08 31 06 54 00 000   13.00   -42.00
2005 08 31 06 55 00 000   12.00   -43.00
2005 08 31 06 56 00 000   11.00   -44.00
2005 08 31 06 57 00 000   10.00   -37.00
2005 08 31 06 58 00 000    9.00   -32.00
2005 08 31 06 59 00 000    8.00   -29.00
2005 08 31 07 00 00 000    7.00   -25.00
2005 08 31 07 01 00 000    6.00   -27.00
2005 08 31 07 02 00 000    5.00   -29.00
2005 08 31 07 03 00 000    4.00   -22.00
2005 08 31 07 04 00 000    2.00   -12.00
2005 08 31 07 05 00 000    1.00   -13.00
2005 08 31 07 06 00 000    0.00   -17.00
2005 08 31 07 07 00 000   -1.00   -17.00
2005 08 31 07 08 00 000   -2.00   -16.00
2005 08 31 07 09 00 000   -2.00   -16.00
2005 08 31 07 10 00 000   -2.00   -14.00
2005 08 31 07 11 00 000   -2.00   -13.00
2005 08 31 07 12 00 000   -1.00   -15.00
2005 08 31 07 13 00 000    0.00   -18.00
2005 08 31 07 14 00 000    1.00   -18.00
2005 08 31 07 15 00 000    2.00   -19.00
2005 08 31 07 16 00 000    2.00   -21.00
2005 08 31 07 17 00 000    2.00   -15.00
2005 08 31 07 18 00 000    2.00   -10.00
2005 08 31 07 19 00 000    2.00   -19.00
2005 08 31 07 20 00 000    1.00   -32.00
2005 08 31 07 21 00 000    0.00   -34.00
2005 08 31 07 22 00 000   -1.00   -33.00
2005 08 31 07 23 00 000   -2.00   -36.00
2005 08 31 07 24 00 000   -3.00   -37.00
2005 08 31 07 25 00 000   -4.00   -32.00
2005 08 31 07 26 00 000   -4.00   -26.00
2005 08 31 07 27 00 000   -5.00   -25.00
2005 08 31 07 28 00 000   -5.00   -23.00
2005 08 31 07 29 00 000   -5.00   -22.00
2005 08 31 07 30 00 000   -5.00   -21.00
2005 08 31 07 31 00 000   -5.00   -21.00
2005 08 31 07 32 00 000   -5.00   -20.00
2005 08 31 07 33 00 000   -4.00   -18.00
2005 08 31 07 34 00 000   -4.00   -16.00
2005 08 31 07 35 00 000   -4.00   -14.00
2005 08 31 07 36 00 000   -3.00   -14.00
2005 08 31 07 37 00 000   -3.00   -15.00
2005 08 31 07 38 00 000   -3.00   -14.00
2005 08 31 07 39 00 000   -3.00   -15.00
2005 08 31 07 40 00 000   -2.00   -17.00
2005 08 31 07 41 00 000   -2.00   -15.00
2005 08 31 07 42 00 000   -2.00   -15.00
2005 08 31 07 43 00 000   -2.00   -18.00
2005 08 31 07 44 00 000   -2.00   -16.00
2005 08 31 07 45 00 000   -1.00   -14.00
2005 08 31 07 46 00 000   -1.00   -15.00
2005 08 31 07 47 00 000    0.00   -13.00
2005 08 31 07 48 00 000    0.00   -13.00
2005 08 31 07 49 00 000    1.00   -14.00
2005 08 31 07 50 00 000    1.00   -13.00
2005 08 31 07 51 00 000    1.00   -14.00
2005 08 31 07 52 00 000    1.00   -14.00
2005 08 31 07 53 00 000    1.00   -13.00
2005 08 31 07 54 00 000    1.00   -13.00
2005 08 31 07 55 00 000    1.00   -13.00
2005 08 31 07 56 00 000    1.00   -13.00
2005 08 31 07 57 00 000    2.00   -13.00
2005 08 31 07 58 00 000    2.00   -12.00
2005 08 31 07 59 00 000    2.00   -15.00
2005 08 31 08 00 00 000    2.00   -15.00
2005 08 31 08 01 00 000    2.00   -16.00
2005 08 31 08 02 00 000    2.00   -17.00
2005 08 31 08 03 00 000    2.00   -17.00
2005 08 31 08 04 00 000    3.00   -17.00
2005 08 31 08 05 00 000    3.00   -18.00
2005 08 31 08 06 00 000    3.00   -18.00
2005 08 31 08 07 00 000    3.00   -19.00
2005 08 31 08 08 00 000    3.00   -19.00
2005 08 31 08 09 00 000    3.00   -18.00
2005 08 31 08 10 00 000    3.00   -19.00
2005 08 31 08 11 00 000    3.00   -18.00
2005 08 31 08 12 00 000    3.00   -18.00
2005 08 31 08 13 00 000    3.00   -19.00
2005 08 31 08 14 00 000    3.00   -19.00
2005 08 31 08 15 00 000    3.00   -20.00
2005 08 31 08 16 00 000    4.00   -21.00
2005 08 31 08 17 00 000    4.00   -20.00
2005 08 31 08 18 00 000    5.00   -21.00
2005 08 31 08 19 00 000    5.00   -21.00
2005 08 31 08 20 00 000    5.00   -20.00
2005 08 31 08 21 00 000    6.00   -21.00
2005 08 31 08 22 00 000    6.00   -20.00
2005 08 31 08 23 00 000    7.00   -19.00
2005 08 31 08 24 00 000    7.00   -20.00
2005 08 31 08 25 00 000    7.00   -19.00
2005 08 31 08 26 00 000    8.00   -18.00
2005 08 31 08 27 00 000    8.00   -17.00
2005 08 31 08 28 00 000    8.00   -16.00
2005 08 31 08 29 00 000    8.00   -16.00
2005 08 31 08 30 00 000    8.00   -17.00
2005 08 31 08 31 00 000    8.00   -15.00
2005 08 31 08 32 00 000    8.00   -15.00
2005 08 31 08 33 00 000    8.00   -15.00
2005 08 31 08 34 00 000    8.00   -14.00
2005 08 31 08 35 00 000    9.00   -14.00
2005 08 31 08 36 00 000   10.00   -14.00
2005 08 31 08 37 00 000   10.00   -11.00
2005 08 31 08 38 00 000   12.00   -10.00
2005 08 31 08 39 00 000   12.00   -11.00
2005 08 31 08 40 00 000   13.00    -9.00
2005 08 31 08 41 00 000   12.00    -8.00
2005 08 31 08 42 00 000   13.00    -9.00
2005 08 31 08 43 00 000   12.00    -8.00
2005 08 31 08 44 00 000   11.00   -10.00
2005 08 31 08 45 00 000   11.00   -15.00
2005 08 31 08 46 00 000   11.00   -14.00
2005 08 31 08 47 00 000   12.00   -13.00
2005 08 31 08 48 00 000   12.00   -18.00
2005 08 31 08 49 00 000   13.00   -19.00
2005 08 31 08 50 00 000   14.00   -17.00
2005 08 31 08 51 00 000   14.00   -19.00
2005 08 31 08 52 00 000   14.00   -19.00
2005 08 31 08 53 00 000   15.00   -19.00
2005 08 31 08 54 00 000   15.00   -19.00
2005 08 31 08 55 00 000   15.00   -18.00
2005 08 31 08 56 00 000   15.00   -18.00
2005 08 31 08 57 00 000   15.00   -19.00
2005 08 31 08 58 00 000   15.00   -20.00
2005 08 31 08 59 00 000   15.00   -21.00
2005 08 31 09 00 00 000   15.00   -22.00
2005 08 31 09 01 00 000   16.00   -21.00
2005 08 31 09 02 00 000   16.00   -20.00
2005 08 31 09 03 00 000   17.00   -20.00
2005 08 31 09 04 00 000   17.00   -20.00
2005 08 31 09 05 00 000   17.00   -21.00
2005 08 31 09 06 00 000   17.00   -21.00
2005 08 31 09 07 00 000   16.00   -24.00
2005 08 31 09 08 00 000   15.00   -24.00
2005 08 31 09 09 00 000   14.00   -25.00
2005 08 31 09 10 00 000   14.00   -27.00
2005 08 31 09 11 00 000   14.00   -29.00
2005 08 31 09 12 00 000   14.00   -29.00
2005 08 31 09 13 00 000   15.00   -32.00
2005 08 31 09 14 00 000   17.00   -32.00
2005 08 31 09 15 00 000   18.00   -32.00
2005 08 31 09 16 00 000   18.00   -35.00
2005 08 31 09 17 00 000   18.00   -29.00
2005 08 31 09 18 00 000   19.00   -28.00
2005 08 31 09 19 00 000   18.00   -28.00
2005 08 31 09 20 00 000   17.00   -20.00
2005 08 31 09 21 00 000   17.00   -22.00
2005 08 31 09 22 00 000   16.00   -25.00
2005 08 31 09 23 00 000   16.00   -22.00
2005 08 31 09 24 00 000   16.00   -24.00
2005 08 31 09 25 00 000   16.00   -26.00
2005 08 31 09 26 00 000   17.00   -24.00
2005 08 31 09 27 00 000   17.00   -24.00
2005 08 31 09 28 00 000   17.00   -24.00
2005 08 31 09 29 00 000   17.00   -23.00
2005 08 31 09 30 00 000   17.00   -27.00
2005 08 31 09 31 00 000   18.00   -27.00
2005 08 31 09 32 00 000   18.00   -27.00
2005 08 31 09 33 00 000   18.00   -29.00
2005 08 31 09 34 00 000   17.00   -29.00
2005 08 31 09 35 00 000   17.00   -28.00
2005 08 31 09 36 00 000   17.00   -30.00
2005 08 31 09 37 00 000   18.00   -29.00
2005 08 31 09 38 00 000   18.00   -30.00
2005 08 31 09 39 00 000   19.00   -28.00
2005 08 31 09 40 00 000   19.00   -24.00
2005 08 31 09 41 00 000   19.00   -26.00
2005 08 31 09 42 00 000   19.00   -27.00
2005 08 31 09 43 00 000   18.00   -25.00
2005 08 31 09 44 00 000   19.00   -28.00
2005 08 31 09 45 00 000   19.00   -27.00
2005 08 31 09 46 00 000   19.00   -25.00
2005 08 31 09 47 00 000   20.00   -29.00
2005 08 31 09 48 00 000   20.00   -31.00
2005 08 31 09 49 00 000   19.00   -32.00
2005 08 31 09 50 00 000   20.00   -30.00
2005 08 31 09 51 00 000   20.00   -27.00
2005 08 31 09 52 00 000   20.00   -24.00
2005 08 31 09 53 00 000   19.00   -24.00
2005 08 31 09 54 00 000   19.00   -25.00
2005 08 31 09 55 00 000   18.00   -28.00
2005 08 31 09 56 00 000   17.00   -30.00
2005 08 31 09 57 00 000   17.00   -28.00
2005 08 31 09 58 00 000   18.00   -27.00
2005 08 31 09 59 00 000   18.00   -28.00
2005 08 31 10 00 00 000   18.00   -27.00
2005 08 31 10 01 00 000   19.00   -25.00
2005 08 31 10 02 00 000   20.00   -26.00
2005 08 31 10 03 00 000   20.00   -27.00
2005 08 31 10 04 00 000   20.00   -26.00
2005 08 31 10 05 00 000   21.00   -24.00
2005 08 31 10 06 00 000   22.00   -28.00
2005 08 31 10 07 00 000   23.00   -30.00
2005 08 31 10 08 00 000   24.00   -27.00
2005 08 31 10 09 00 000   24.00   -27.00
2005 08 31 10 10 00 000   24.00   -26.00
2005 08 31 10 11 00 000   23.00   -28.00
2005 08 31 10 12 00 000   22.00   -29.00
2005 08 31 10 13 00 000   22.00   -30.00
2005 08 31 10 14 00 000   22.00   -30.00
2005 08 31 10 15 00 000   23.00   -32.00
2005 08 31 10 16 00 000   23.00   -33.00
2005 08 31 10 17 00 000   24.00   -35.00
2005 08 31 10 18 00 000   23.00   -36.00
2005 08 31 10 19 00 000   23.00   -36.00
2005 08 31 10 20 00 000   23.00   -36.00
2005 08 31 10 21 00 000   24.00   -40.00
2005 08 31 10 22 00 000   23.00   -43.00
2005 08 31 10 23 00 000   23.00   -43.00
2005 08 31 10 24 00 000   22.00   -51.00
2005 08 31 10 25 00 000   21.00   -53.00
2005 08 31 10 26 00 000   22.00   -54.00
2005 08 31 10 27 00 000   22.00   -53.00
2005 08 31 10 28 00 000   22.00   -56.00
2005 08 31 10 29 00 000   22.00   -54.00
2005 08 31 10 30 00 000   21.00   -48.00
2005 08 31 10 31 00 000   20.00   -48.00
2005 08 31 10 32 00 000   20.00   -49.00
2005 08 31 10 33 00 000   20.00   -54.00
2005 08 31 10 34 00 000   20.00   -59.00
2005 08 31 10 35 00 000   19.00   -64.00
2005 08 31 10 36 00 000   19.00   -69.00
2005 08 31 10 37 00 000   19.00   -69.00
2005 08 31 10 38 00 000   19.00   -76.00
2005 08 31 10 39 00 000   19.00   -83.00
2005 08 31 10 40 00 000   18.00   -82.00
2005 08 31 10 41 00 000   18.00   -78.00
2005 08 31 10 42 00 000   19.00   -73.00
2005 08 31 10 43 00 000   19.00   -68.00
2005 08 31 10 44 00 000   19.00   -65.00
2005 08 31 10 45 00 000   19.00   -61.00
2005 08 31 10 46 00 000   19.00   -56.00
2005 08 31 10 47 00 000   18.00   -49.00
2005 08 31 10 48 00 000   18.00   -41.00
2005 08 31 10 49 00 000   17.00   -39.00
2005 08 31 10 50 00 000   17.00   -41.00
2005 08 31 10 51 00 000   17.00   -54.00
2005 08 31 10 52 00 000   17.00   -66.00
2005 08 31 10 53 00 000   19.00   -72.00
2005 08 31 10 54 00 000   21.00   -73.00
2005 08 31 10 55 00 000   21.00   -70.00
2005 08 31 10 56 00 000   22.00   -79.00
2005 08 31 10 57 00 000   22.00   -91.00
2005 08 31 10 58 00 000   22.00   -92.00
2005 08 31 10 59 00 000   22.00   -76.00
2005 08 31 11 00 00 000   22.00   -65.00
2005 08 31 11 01 00 000   22.00   -66.00
2005 08 31 11 02 00 000   22.00   -57.00
2005 08 31 11 03 00 000   22.00   -62.00
2005 08 31 11 04 00 000   21.00   -64.00
2005 08 31 11 05 00 000   21.00   -72.00
2005 08 31 11 06 00 000   20.00   -73.00
2005 08 31 11 07 00 000   20.00   -71.00
2005 08 31 11 08 00 000   20.00   -71.00
2005 08 31 11 09 00 000   21.00   -68.00
2005 08 31 11 10 00 000   22.00   -55.00
2005 08 31 11 11 00 000   22.00   -50.00
2005 08 31 11 12 00 000   22.00   -50.00
2005 08 31 11 13 00 000   22.00   -53.00
2005 08 31 11 14 00 000   21.00   -55.00
2005 08 31 11 15 00 000   21.00   -64.00
2005 08 31 11 16 00 000   22.00   -73.00
2005 08 31 11 17 00 000   22.00   -77.00
2005 08 31 11 18 00 000   22.00   -79.00
2005 08 31 11 19 00 000   21.00   -71.00
2005 08 31 11 20 00 000   22.00   -66.00
2005 08 31 11 21 00 000   23.00   -65.00
2005 08 31 11 22 00 000   23.00   -69.00
2005 08 31 11 23 00 000   23.00   -75.00
2005 08 31 11 24 00 000   25.00   -63.00
2005 08 31 11 25 00 000   28.00   -58.00
2005 08 31 11 26 00 000   29.00   -60.00
2005 08 31 11 27 00 000   30.00   -50.00
2005 08 31 11 28 00 000   30.00   -28.00
2005 08 31 11 29 00 000   30.00   -36.00
2005 08 31 11 30 00 000   29.00   -46.00
2005 08 31 11 31 00 000   29.00   -62.00
2005 08 31 11 32 00 000   30.00   -77.00
2005 08 31 11 33 00 000   29.00  -111.00
2005 08 31 11 34 00 000   29.00  -129.00
2005 08 31 11 35 00 000   29.00  -121.00
2005 08 31 11 36 00 000   28.00  -105.00
2005 08 31 11 37 00 000   28.00   -97.00
2005 08 31 11 38 00 000   28.00  -112.00
2005 08 31 11 39 00 000   29.00  -133.00
2005 08 31 11 40 00 000   30.00  -138.00
2005 08 31 11 41 00 000   30.00  -122.00
2005 08 31 11 42 00 000   28.00  -119.00
2005 08 31 11 43 00 000   28.00  -102.00
2005 08 31 11 44 00 000   28.00   -85.00
2005 08 31 11 45 00 000   29.00   -80.00
2005 08 31 11 46 00 000   30.00   -68.00
2005 08 31 11 47 00 000   30.00   -69.00
2005 08 31 11 48 00 000   31.00   -63.00
2005 08 31 11 49 00 000   31.00   -61.00
2005 08 31 11 50 00 000   31.00   -65.00
2005 08 31 11 51 00 000   30.00   -64.00
2005 08 31 11 52 00 000   30.00   -58.00
2005 08 31 11 53 00 000   30.00   -66.00
2005 08 31 11 54 00 000   30.00   -67.00
2005 08 31 11 55 00 000   31.00   -59.00
2005 08 31 11 56 00 000   31.00   -54.00
2005 08 31 11 57 00 000   31.00   -52.00
2005 08 31 11 58 00 000   31.00   -70.00
2005 08 31 11 59 00 000   30.00   -62.00
2005 08 31 12 00 00 000   30.00   -61.00
2005 08 31 12 01 00 000   30.00   -65.00
2005 08 31 12 02 00 000   29.00   -82.00
2005 08 31 12 03 00 000   28.00   -75.00
2005 08 31 12 04 00 000   27.00   -84.00
2005 08 31 12 05 00 000   28.00  -110.00
2005 08 31 12 06 00 000   29.00  -139.00
2005 08 31 12 07 00 000   29.00  -151.00
2005 08 31 12 08 00 000   30.00  -156.00
2005 08 31 12 09 00 000   31.00  -168.00
2005 08 31 12 10 00 000   31.00  -189.00
2005 08 31 12 11 00 000   31.00  -189.00
2005 08 31 12 12 00 000   31.00  -179.00
2005 08 31 12 13 00 000   30.00  -191.00
2005 08 31 12 14 00 000   30.00  -225.00
2005 08 31 12 15 00 000   29.00  -265.00
2005 08 31 12 16 00 000   28.00  -289.00
2005 08 31 12 17 00 000   28.00  -312.00
2005 08 31 12 18 00 000   28.00  -321.00
2005 08 31 12 19 00 000   29.00  -309.00
2005 08 31 12 20 00 000   29.00  -311.00
2005 08 31 12 21 00 000   29.00  -336.00
2005 08 31 12 22 00 000   27.00  -350.00
2005 08 31 12 23 00 000   26.00  -342.00
2005 08 31 12 24 00 000   25.00  -331.00
2005 08 31 12 25 00 000   24.00  -327.00
2005 08 31 12 26 00 000   24.00  -309.00
2005 08 31 12 27 00 000   24.00  -276.00
2005 08 31 12 28 00 000   24.00  -272.00
2005 08 31 12 29 00 000   23.00  -294.00
2005 08 31 12 30 00 000   23.00  -325.00
2005 08 31 12 31 00 000   22.00  -335.00
2005 08 31 12 32 00 000   22.00  -329.00
2005 08 31 12 33 00 000   21.00  -335.00
2005 08 31 12 34 00 000   21.00  -333.00
2005 08 31 12 35 00 000   19.00  -325.00
2005 08 31 12 36 00 000   19.00  -345.00
2005 08 31 12 37 00 000   19.00  -356.00
2005 08 31 12 38 00 000   18.00  -323.00
2005 08 31 12 39 00 000   18.00  -266.00
2005 08 31 12 40 00 000   18.00  -304.00
2005 08 31 12 41 00 000   18.00  -317.00
2005 08 31 12 42 00 000   17.00  -303.00
2005 08 31 12 43 00 000   17.00  -279.00
2005 08 31 12 44 00 000   18.00  -288.00
2005 08 31 12 45 00 000   18.00  -313.00
2005 08 31 12 46 00 000   19.00  -340.00
2005 08 31 12 47 00 000   18.00  -346.00
2005 08 31 12 48 00 000   18.00  -346.00
2005 08 31 12 49 00 000   17.00  -352.00
2005 08 31 12 50 00 000   16.00  -363.00
2005 08 31 12 51 00 000   16.00  -404.00
2005 08 31 12 52 00 000   15.00  -395.00
2005 08 31 12 53 00 000   16.00  -420.00
2005 08 31 12 54 00 000   14.00  -444.00
2005 08 31 12 55 00 000   13.00  -455.00
2005 08 31 12 56 00 000   13.00  -475.00
2005 08 31 12 57 00 000   13.00  -487.00
2005 08 31 12 58 00 000   12.00  -477.00
2005 08 31 12 59 00 000   12.00  -470.00
2005 08 31 13 00 00 000   11.00  -469.00
2005 08 31 13 01 00 000   11.00  -478.00
2005 08 31 13 02 00 000   10.00  -513.00
2005 08 31 13 03 00 000    9.00  -518.00
2005 08 31 13 04 00 000    9.00  -516.00
2005 08 31 13 05 00 000    9.00  -558.00
2005 08 31 13 06 00 000    8.00  -606.00
2005 08 31 13 07 00 000    7.00  -596.00
2005 08 31 13 08 00 000    8.00  -623.00
2005 08 31 13 09 00 000    7.00  -668.00
2005 08 31 13 10 00 000    7.00  -675.00
2005 08 31 13 11 00 000    6.00  -648.00
2005 08 31 13 12 00 000    5.00  -644.00
2005 08 31 13 13 00 000    5.00  -676.00
2005 08 31 13 14 00 000    4.00  -676.00
2005 08 31 13 15 00 000    3.00  -688.00
2005 08 31 13 16 00 000    3.00  -706.00
2005 08 31 13 17 00 000    2.00  -731.00
2005 08 31 13 18 00 000    2.00  -745.00
2005 08 31 13 19 00 000    1.00  -729.00
2005 08 31 13 20 00 000   -1.00  -733.00
2005 08 31 13 21 00 000   -2.00  -729.00
2005 08 31 13 22 00 000   -3.00  -679.00
2005 08 31 13 23 00 000   -4.00  -647.00
2005 08 31 13 24 00 000   -6.00  -653.00
2005 08 31 13 25 00 000   -7.00  -639.00
2005 08 31 13 26 00 000   -7.00  -658.00
2005 08 31 13 27 00 000   -9.00  -665.00
2005 08 31 13 28 00 000  -10.00  -671.00
2005 08 31 13 29 00 000  -10.00  -658.00
2005 08 31 13 30 00 000  -11.00  -639.00
2005 08 31 13 31 00 000  -12.00  -646.00
2005 08 31 13 32 00 000  -13.00  -648.00
2005 08 31 13 33 00 000  -14.00  -636.00
2005 08 31 13 34 00 000  -15.00  -623.00
2005 08 31 13 35 00 000  -17.00  -620.00
2005 08 31 13 36 00 000  -18.00  -629.00
2005 08 31 13 37 00 000  -19.00  -670.00
2005 08 31 13 38 00 000  -20.00  -669.00
2005 08 31 13 39 00 000  -21.00  -659.00
2005 08 31 13 40 00 000  -22.00  -657.00
2005 08 31 13 41 00 000  -22.00  -681.00
2005 08 31 13 42 00 000  -23.00  -694.00
2005 08 31 13 43 00 000  -24.00  -726.00
2005 08 31 13 44 00 000  -24.00  -762.00
2005 08 31 13 45 00 000  -25.00  -790.00
2005 08 31 13 46 00 000  -26.00  -808.00
2005 08 31 13 47 00 000  -27.00  -824.00
2005 08 31 13 48 00 000  -28.00  -853.00
2005 08 31 13 49 00 000  -29.00  -853.00
2005 08 31 13 50 00 000  -29.00  -845.00
2005 08 31 13 51 00 000  -30.00  -854.00
2005 08 31 13 52 00 000  -31.00  -919.00
2005 08 31 13 53 00 000  -32.00  -954.00
2005 08 31 13 54 00 000  -33.00  -992.00
2005 08 31 13 55 00 000  -34.00 -1019.00
2005 08 31 13 56 00 000  -34.00 -1068.00
2005 08 31 13 57 00 000  -35.00 -1099.00
2005 08 31 13 58 00 000  -35.00 -1067.00
2005 08 31 13 59 00 000  -36.00 -1015.00
2005 08 31 14 00 00 000  -37.00  -948.00
2005 08 31 14 01 00 000  -37.00  -890.00
2005 08 31 14 02 00 000  -38.00  -838.00
2005 08 31 14 03 00 000  -39.00  -782.00
2005 08 31 14 04 00 000  -40.00  -741.00
2005 08 31 14 05 00 000  -40.00  -727.00
2005 08 31 14 06 00 000  -41.00  -732.00
2005 08 31 14 07 00 000  -41.00  -753.00
2005 08 31 14 08 00 000  -42.00  -805.00
2005 08 31 14 09 00 000  -42.00  -850.00
2005 08 31 14 10 00 000  -43.00  -855.00
2005 08 31 14 11 00 000  -43.00  -835.00
2005 08 31 14 12 00 000  -44.00  -795.00
2005 08 31 14 13 00 000  -45.00  -777.00
2005 08 31 14 14 00 000  -46.00  -762.00
2005 08 31 14 15 00 000  -47.00  -761.00
2005 08 31 14 16 00 000  -48.00  -735.00
2005 08 31 14 17 00 000  -49.00  -684.00
2005 08 31 14 18 00 000  -50.00  -671.00
2005 08 31 14 19 00 000  -50.00  -643.00
2005 08 31 14 20 00 000  -50.00  -599.00
2005 08 31 14 21 00 000  -50.00  -587.00
2005 08 31 14 22 00 000  -50.00  -600.00
2005 08 31 14 23 00 000  -51.00  -628.00
2005 08 31 14 24 00 000  -52.00  -648.00
2005 08 31 14 25 00 000  -51.00  -661.00
2005 08 31 14 26 00 000  -52.00  -697.00
2005 08 31 14 27 00 000  -52.00  -748.00
2005 08 31 14 28 00 000  -53.00  -747.00
2005 08 31 14 29 00 000  -53.00  -748.00
2005 08 31 14 30 00 000  -54.00  -748.00
2005 08 31 14 31 00 000  -54.00  -742.00
2005 08 31 14 32 00 000  -54.00  -789.00
2005 08 31 14 33 00 000  -54.00  -841.00
