Sym-H and AL  obtained from Kyoto WDC for SWPC Event 4.  Units in nT.
2005 08 31 23 49 00 000  -76.00   -48.00
2005 08 31 23 50 00 000  -74.00   -46.00
2005 08 31 23 51 00 000  -74.00   -48.00
2005 08 31 23 52 00 000  -73.00   -58.00
2005 08 31 23 53 00 000  -72.00   -69.00
2005 08 31 23 54 00 000  -72.00   -69.00
2005 08 31 23 55 00 000  -72.00   -59.00
2005 08 31 23 56 00 000  -72.00   -46.00
2005 08 31 23 57 00 000  -72.00   -49.00
2005 08 31 23 58 00 000  -72.00   -63.00
2005 08 31 23 59 00 000  -72.00   -71.00
2005 09 01 00 00 00 000  -75.00   -62.00
2005 09 01 00 01 00 000  -75.00   -59.00
2005 09 01 00 02 00 000  -73.00   -49.00
2005 09 01 00 03 00 000  -73.00   -42.00
2005 09 01 00 04 00 000  -72.00   -55.00
2005 09 01 00 05 00 000  -71.00   -63.00
2005 09 01 00 06 00 000  -71.00   -55.00
2005 09 01 00 07 00 000  -72.00   -51.00
2005 09 01 00 08 00 000  -73.00   -50.00
2005 09 01 00 09 00 000  -74.00   -45.00
2005 09 01 00 10 00 000  -75.00   -41.00
2005 09 01 00 11 00 000  -75.00   -79.00
2005 09 01 00 12 00 000  -75.00   -72.00
2005 09 01 00 13 00 000  -75.00   -56.00
2005 09 01 00 14 00 000  -74.00   -43.00
2005 09 01 00 15 00 000  -73.00   -42.00
2005 09 01 00 16 00 000  -73.00   -46.00
2005 09 01 00 17 00 000  -72.00   -46.00
2005 09 01 00 18 00 000  -72.00   -47.00
2005 09 01 00 19 00 000  -72.00   -54.00
2005 09 01 00 20 00 000  -71.00   -67.00
2005 09 01 00 21 00 000  -71.00   -75.00
2005 09 01 00 22 00 000  -71.00   -79.00
2005 09 01 00 23 00 000  -71.00   -83.00
2005 09 01 00 24 00 000  -71.00   -88.00
2005 09 01 00 25 00 000  -70.00   -91.00
2005 09 01 00 26 00 000  -70.00   -93.00
2005 09 01 00 27 00 000  -70.00  -104.00
2005 09 01 00 28 00 000  -69.00  -120.00
2005 09 01 00 29 00 000  -70.00  -137.00
2005 09 01 00 30 00 000  -70.00  -148.00
2005 09 01 00 31 00 000  -70.00  -155.00
2005 09 01 00 32 00 000  -70.00  -160.00
2005 09 01 00 33 00 000  -70.00  -146.00
2005 09 01 00 34 00 000  -70.00  -120.00
2005 09 01 00 35 00 000  -70.00  -123.00
2005 09 01 00 36 00 000  -70.00  -119.00
2005 09 01 00 37 00 000  -70.00  -114.00
2005 09 01 00 38 00 000  -70.00  -119.00
2005 09 01 00 39 00 000  -70.00  -117.00
2005 09 01 00 40 00 000  -70.00  -108.00
2005 09 01 00 41 00 000  -70.00  -104.00
2005 09 01 00 42 00 000  -70.00  -110.00
2005 09 01 00 43 00 000  -70.00  -126.00
2005 09 01 00 44 00 000  -70.00  -140.00
2005 09 01 00 45 00 000  -71.00  -133.00
2005 09 01 00 46 00 000  -70.00  -134.00
2005 09 01 00 47 00 000  -70.00  -146.00
2005 09 01 00 48 00 000  -70.00  -135.00
2005 09 01 00 49 00 000  -70.00  -151.00
2005 09 01 00 50 00 000  -70.00  -149.00
2005 09 01 00 51 00 000  -71.00  -132.00
2005 09 01 00 52 00 000  -71.00  -144.00
2005 09 01 00 53 00 000  -71.00  -142.00
2005 09 01 00 54 00 000  -71.00  -143.00
2005 09 01 00 55 00 000  -71.00  -141.00
2005 09 01 00 56 00 000  -71.00  -133.00
2005 09 01 00 57 00 000  -71.00  -137.00
2005 09 01 00 58 00 000  -71.00  -162.00
2005 09 01 00 59 00 000  -71.00  -188.00
2005 09 01 01 00 00 000  -71.00  -201.00
2005 09 01 01 01 00 000  -71.00  -201.00
2005 09 01 01 02 00 000  -71.00  -189.00
2005 09 01 01 03 00 000  -71.00  -176.00
2005 09 01 01 04 00 000  -71.00  -155.00
2005 09 01 01 05 00 000  -71.00  -146.00
2005 09 01 01 06 00 000  -71.00  -143.00
2005 09 01 01 07 00 000  -71.00  -140.00
2005 09 01 01 08 00 000  -71.00  -137.00
2005 09 01 01 09 00 000  -71.00  -140.00
2005 09 01 01 10 00 000  -71.00  -138.00
2005 09 01 01 11 00 000  -71.00  -136.00
2005 09 01 01 12 00 000  -71.00  -138.00
2005 09 01 01 13 00 000  -71.00  -135.00
2005 09 01 01 14 00 000  -71.00  -130.00
2005 09 01 01 15 00 000  -71.00  -116.00
2005 09 01 01 16 00 000  -71.00   -99.00
2005 09 01 01 17 00 000  -71.00  -102.00
2005 09 01 01 18 00 000  -71.00  -105.00
2005 09 01 01 19 00 000  -70.00  -108.00
2005 09 01 01 20 00 000  -70.00  -118.00
2005 09 01 01 21 00 000  -70.00  -116.00
2005 09 01 01 22 00 000  -70.00  -115.00
2005 09 01 01 23 00 000  -69.00  -119.00
2005 09 01 01 24 00 000  -69.00  -110.00
2005 09 01 01 25 00 000  -68.00  -189.00
2005 09 01 01 26 00 000  -68.00  -155.00
2005 09 01 01 27 00 000  -67.00  -180.00
2005 09 01 01 28 00 000  -66.00  -145.00
2005 09 01 01 29 00 000  -66.00  -202.00
2005 09 01 01 30 00 000  -65.00  -178.00
2005 09 01 01 31 00 000  -65.00  -160.00
2005 09 01 01 32 00 000  -64.00  -272.00
2005 09 01 01 33 00 000  -63.00  -185.00
2005 09 01 01 34 00 000  -63.00  -156.00
2005 09 01 01 35 00 000  -61.00  -163.00
2005 09 01 01 36 00 000  -60.00  -106.00
2005 09 01 01 37 00 000  -60.00  -111.00
2005 09 01 01 38 00 000  -59.00  -118.00
2005 09 01 01 39 00 000  -58.00  -138.00
2005 09 01 01 40 00 000  -58.00  -240.00
2005 09 01 01 41 00 000  -57.00  -361.00
2005 09 01 01 42 00 000  -56.00  -472.00
2005 09 01 01 43 00 000  -55.00  -466.00
2005 09 01 01 44 00 000  -55.00  -568.00
2005 09 01 01 45 00 000  -54.00  -557.00
2005 09 01 01 46 00 000  -54.00  -617.00
2005 09 01 01 47 00 000  -54.00  -651.00
2005 09 01 01 48 00 000  -54.00  -674.00
2005 09 01 01 49 00 000  -54.00  -694.00
2005 09 01 01 50 00 000  -54.00  -733.00
2005 09 01 01 51 00 000  -54.00  -690.00
2005 09 01 01 52 00 000  -54.00  -699.00
2005 09 01 01 53 00 000  -54.00  -637.00
2005 09 01 01 54 00 000  -54.00  -616.00
2005 09 01 01 55 00 000  -54.00  -493.00
2005 09 01 01 56 00 000  -54.00  -456.00
2005 09 01 01 57 00 000  -54.00  -428.00
2005 09 01 01 58 00 000  -53.00  -399.00
2005 09 01 01 59 00 000  -53.00  -387.00
2005 09 01 02 00 00 000  -54.00  -379.00
2005 09 01 02 01 00 000  -54.00  -388.00
2005 09 01 02 02 00 000  -53.00  -379.00
2005 09 01 02 03 00 000  -53.00  -373.00
2005 09 01 02 04 00 000  -53.00  -372.00
2005 09 01 02 05 00 000  -52.00  -351.00
2005 09 01 02 06 00 000  -52.00  -340.00
2005 09 01 02 07 00 000  -53.00  -322.00
2005 09 01 02 08 00 000  -54.00  -333.00
2005 09 01 02 09 00 000  -56.00  -357.00
2005 09 01 02 10 00 000  -57.00  -388.00
2005 09 01 02 11 00 000  -58.00  -412.00
2005 09 01 02 12 00 000  -58.00  -413.00
2005 09 01 02 13 00 000  -58.00  -373.00
2005 09 01 02 14 00 000  -58.00  -315.00
2005 09 01 02 15 00 000  -57.00  -305.00
2005 09 01 02 16 00 000  -57.00  -281.00
2005 09 01 02 17 00 000  -56.00  -276.00
2005 09 01 02 18 00 000  -56.00  -271.00
2005 09 01 02 19 00 000  -56.00  -272.00
2005 09 01 02 20 00 000  -56.00  -258.00
2005 09 01 02 21 00 000  -55.00  -247.00
2005 09 01 02 22 00 000  -55.00  -247.00
2005 09 01 02 23 00 000  -55.00  -248.00
2005 09 01 02 24 00 000  -55.00  -246.00
2005 09 01 02 25 00 000  -55.00  -252.00
2005 09 01 02 26 00 000  -55.00  -267.00
2005 09 01 02 27 00 000  -55.00  -279.00
2005 09 01 02 28 00 000  -55.00  -287.00
2005 09 01 02 29 00 000  -55.00  -282.00
2005 09 01 02 30 00 000  -55.00  -273.00
2005 09 01 02 31 00 000  -55.00  -263.00
2005 09 01 02 32 00 000  -55.00  -253.00
2005 09 01 02 33 00 000  -56.00  -248.00
2005 09 01 02 34 00 000  -56.00  -244.00
2005 09 01 02 35 00 000  -56.00  -247.00
2005 09 01 02 36 00 000  -56.00  -251.00
2005 09 01 02 37 00 000  -55.00  -254.00
2005 09 01 02 38 00 000  -56.00  -258.00
2005 09 01 02 39 00 000  -56.00  -262.00
2005 09 01 02 40 00 000  -56.00  -271.00
2005 09 01 02 41 00 000  -56.00  -280.00
2005 09 01 02 42 00 000  -56.00  -292.00
2005 09 01 02 43 00 000  -56.00  -302.00
2005 09 01 02 44 00 000  -56.00  -307.00
2005 09 01 02 45 00 000  -56.00  -308.00
2005 09 01 02 46 00 000  -56.00  -305.00
2005 09 01 02 47 00 000  -57.00  -322.00
2005 09 01 02 48 00 000  -57.00  -319.00
2005 09 01 02 49 00 000  -57.00  -297.00
2005 09 01 02 50 00 000  -58.00  -288.00
2005 09 01 02 51 00 000  -58.00  -285.00
2005 09 01 02 52 00 000  -59.00  -296.00
2005 09 01 02 53 00 000  -59.00  -305.00
2005 09 01 02 54 00 000  -59.00  -305.00
2005 09 01 02 55 00 000  -59.00  -312.00
2005 09 01 02 56 00 000  -59.00  -314.00
2005 09 01 02 57 00 000  -60.00  -324.00
2005 09 01 02 58 00 000  -60.00  -330.00
2005 09 01 02 59 00 000  -60.00  -335.00
2005 09 01 03 00 00 000  -61.00  -343.00
2005 09 01 03 01 00 000  -61.00  -340.00
2005 09 01 03 02 00 000  -61.00  -325.00
2005 09 01 03 03 00 000  -62.00  -319.00
2005 09 01 03 04 00 000  -62.00  -292.00
2005 09 01 03 05 00 000  -62.00  -273.00
2005 09 01 03 06 00 000  -63.00  -275.00
2005 09 01 03 07 00 000  -62.00  -275.00
2005 09 01 03 08 00 000  -62.00  -250.00
2005 09 01 03 09 00 000  -62.00  -236.00
2005 09 01 03 10 00 000  -63.00  -229.00
2005 09 01 03 11 00 000  -62.00  -211.00
2005 09 01 03 12 00 000  -63.00  -208.00
2005 09 01 03 13 00 000  -64.00  -208.00
2005 09 01 03 14 00 000  -64.00  -206.00
2005 09 01 03 15 00 000  -64.00  -194.00
2005 09 01 03 16 00 000  -63.00  -184.00
2005 09 01 03 17 00 000  -63.00  -176.00
2005 09 01 03 18 00 000  -62.00  -168.00
2005 09 01 03 19 00 000  -62.00  -166.00
2005 09 01 03 20 00 000  -62.00  -164.00
2005 09 01 03 21 00 000  -62.00  -167.00
2005 09 01 03 22 00 000  -62.00  -170.00
2005 09 01 03 23 00 000  -62.00  -170.00
2005 09 01 03 24 00 000  -62.00  -174.00
2005 09 01 03 25 00 000  -62.00  -179.00
2005 09 01 03 26 00 000  -61.00  -180.00
2005 09 01 03 27 00 000  -62.00  -168.00
2005 09 01 03 28 00 000  -61.00  -165.00
2005 09 01 03 29 00 000  -62.00  -160.00
2005 09 01 03 30 00 000  -62.00  -161.00
2005 09 01 03 31 00 000  -62.00  -161.00
2005 09 01 03 32 00 000  -63.00  -157.00
2005 09 01 03 33 00 000  -63.00  -169.00
2005 09 01 03 34 00 000  -63.00  -178.00
2005 09 01 03 35 00 000  -63.00  -186.00
2005 09 01 03 36 00 000  -63.00  -189.00
2005 09 01 03 37 00 000  -63.00  -193.00
2005 09 01 03 38 00 000  -63.00  -196.00
2005 09 01 03 39 00 000  -63.00  -192.00
2005 09 01 03 40 00 000  -63.00  -183.00
2005 09 01 03 41 00 000  -63.00  -181.00
2005 09 01 03 42 00 000  -63.00  -215.00
2005 09 01 03 43 00 000  -63.00  -235.00
2005 09 01 03 44 00 000  -63.00  -247.00
2005 09 01 03 45 00 000  -63.00  -235.00
2005 09 01 03 46 00 000  -64.00  -243.00
2005 09 01 03 47 00 000  -64.00  -243.00
2005 09 01 03 48 00 000  -64.00  -250.00
2005 09 01 03 49 00 000  -64.00  -272.00
2005 09 01 03 50 00 000  -64.00  -255.00
2005 09 01 03 51 00 000  -65.00  -263.00
2005 09 01 03 52 00 000  -65.00  -275.00
2005 09 01 03 53 00 000  -65.00  -291.00
2005 09 01 03 54 00 000  -65.00  -305.00
2005 09 01 03 55 00 000  -66.00  -309.00
2005 09 01 03 56 00 000  -66.00  -344.00
2005 09 01 03 57 00 000  -66.00  -421.00
2005 09 01 03 58 00 000  -66.00  -531.00
2005 09 01 03 59 00 000  -66.00  -426.00
2005 09 01 04 00 00 000  -66.00  -487.00
2005 09 01 04 01 00 000  -65.00  -531.00
2005 09 01 04 02 00 000  -65.00  -533.00
2005 09 01 04 03 00 000  -64.00  -570.00
2005 09 01 04 04 00 000  -63.00  -569.00
2005 09 01 04 05 00 000  -62.00  -520.00
2005 09 01 04 06 00 000  -60.00  -489.00
2005 09 01 04 07 00 000  -59.00  -466.00
2005 09 01 04 08 00 000  -59.00  -472.00
2005 09 01 04 09 00 000  -59.00  -460.00
2005 09 01 04 10 00 000  -59.00  -451.00
2005 09 01 04 11 00 000  -59.00  -453.00
2005 09 01 04 12 00 000  -58.00  -485.00
2005 09 01 04 13 00 000  -58.00  -473.00
2005 09 01 04 14 00 000  -58.00  -466.00
2005 09 01 04 15 00 000  -57.00  -461.00
2005 09 01 04 16 00 000  -56.00  -459.00
2005 09 01 04 17 00 000  -56.00  -458.00
2005 09 01 04 18 00 000  -55.00  -442.00
2005 09 01 04 19 00 000  -55.00  -398.00
2005 09 01 04 20 00 000  -55.00  -409.00
2005 09 01 04 21 00 000  -55.00  -450.00
2005 09 01 04 22 00 000  -54.00  -487.00
2005 09 01 04 23 00 000  -54.00  -504.00
2005 09 01 04 24 00 000  -54.00  -502.00
2005 09 01 04 25 00 000  -54.00  -380.00
2005 09 01 04 26 00 000  -54.00  -380.00
2005 09 01 04 27 00 000  -55.00  -365.00
2005 09 01 04 28 00 000  -55.00  -407.00
2005 09 01 04 29 00 000  -54.00  -355.00
2005 09 01 04 30 00 000  -55.00  -307.00
2005 09 01 04 31 00 000  -55.00  -312.00
2005 09 01 04 32 00 000  -56.00  -384.00
2005 09 01 04 33 00 000  -56.00  -445.00
2005 09 01 04 34 00 000  -56.00  -391.00
2005 09 01 04 35 00 000  -56.00  -396.00
2005 09 01 04 36 00 000  -56.00  -401.00
2005 09 01 04 37 00 000  -56.00  -292.00
2005 09 01 04 38 00 000  -56.00  -294.00
2005 09 01 04 39 00 000  -55.00  -318.00
2005 09 01 04 40 00 000  -56.00  -339.00
2005 09 01 04 41 00 000  -56.00  -332.00
2005 09 01 04 42 00 000  -56.00  -314.00
2005 09 01 04 43 00 000  -55.00  -334.00
2005 09 01 04 44 00 000  -55.00  -355.00
2005 09 01 04 45 00 000  -55.00  -365.00
2005 09 01 04 46 00 000  -55.00  -373.00
2005 09 01 04 47 00 000  -56.00  -381.00
2005 09 01 04 48 00 000  -56.00  -350.00
2005 09 01 04 49 00 000  -56.00  -311.00
2005 09 01 04 50 00 000  -56.00  -285.00
2005 09 01 04 51 00 000  -56.00  -274.00
2005 09 01 04 52 00 000  -55.00  -293.00
2005 09 01 04 53 00 000  -55.00  -321.00
2005 09 01 04 54 00 000  -55.00  -347.00
2005 09 01 04 55 00 000  -55.00  -348.00
2005 09 01 04 56 00 000  -55.00  -366.00
2005 09 01 04 57 00 000  -54.00  -389.00
2005 09 01 04 58 00 000  -54.00  -395.00
2005 09 01 04 59 00 000  -55.00  -394.00
2005 09 01 05 00 00 000  -55.00  -404.00
2005 09 01 05 01 00 000  -55.00  -424.00
2005 09 01 05 02 00 000  -55.00  -410.00
2005 09 01 05 03 00 000  -55.00  -408.00
2005 09 01 05 04 00 000  -55.00  -413.00
2005 09 01 05 05 00 000  -55.00  -420.00
2005 09 01 05 06 00 000  -56.00  -420.00
2005 09 01 05 07 00 000  -56.00  -418.00
2005 09 01 05 08 00 000  -56.00  -419.00
2005 09 01 05 09 00 000  -55.00  -418.00
2005 09 01 05 10 00 000  -55.00  -406.00
2005 09 01 05 11 00 000  -55.00  -380.00
2005 09 01 05 12 00 000  -56.00  -347.00
2005 09 01 05 13 00 000  -56.00  -328.00
2005 09 01 05 14 00 000  -56.00  -319.00
2005 09 01 05 15 00 000  -57.00  -311.00
2005 09 01 05 16 00 000  -57.00  -303.00
2005 09 01 05 17 00 000  -57.00  -300.00
2005 09 01 05 18 00 000  -57.00  -304.00
2005 09 01 05 19 00 000  -57.00  -317.00
2005 09 01 05 20 00 000  -57.00  -321.00
2005 09 01 05 21 00 000  -57.00  -315.00
2005 09 01 05 22 00 000  -57.00  -313.00
2005 09 01 05 23 00 000  -56.00  -314.00
2005 09 01 05 24 00 000  -57.00  -319.00
2005 09 01 05 25 00 000  -56.00  -310.00
2005 09 01 05 26 00 000  -56.00  -309.00
2005 09 01 05 27 00 000  -56.00  -300.00
2005 09 01 05 28 00 000  -56.00  -278.00
2005 09 01 05 29 00 000  -56.00  -266.00
2005 09 01 05 30 00 000  -56.00  -276.00
2005 09 01 05 31 00 000  -56.00  -277.00
2005 09 01 05 32 00 000  -56.00  -284.00
2005 09 01 05 33 00 000  -57.00  -281.00
2005 09 01 05 34 00 000  -58.00  -288.00
2005 09 01 05 35 00 000  -58.00  -282.00
2005 09 01 05 36 00 000  -58.00  -276.00
2005 09 01 05 37 00 000  -58.00  -285.00
2005 09 01 05 38 00 000  -58.00  -301.00
2005 09 01 05 39 00 000  -58.00  -306.00
2005 09 01 05 40 00 000  -58.00  -311.00
2005 09 01 05 41 00 000  -59.00  -314.00
2005 09 01 05 42 00 000  -59.00  -311.00
2005 09 01 05 43 00 000  -59.00  -306.00
2005 09 01 05 44 00 000  -59.00  -303.00
2005 09 01 05 45 00 000  -59.00  -303.00
2005 09 01 05 46 00 000  -59.00  -300.00
2005 09 01 05 47 00 000  -59.00  -309.00
2005 09 01 05 48 00 000  -59.00  -313.00
2005 09 01 05 49 00 000  -59.00  -305.00
2005 09 01 05 50 00 000  -58.00  -305.00
2005 09 01 05 51 00 000  -58.00  -314.00
2005 09 01 05 52 00 000  -58.00  -298.00
2005 09 01 05 53 00 000  -58.00  -296.00
2005 09 01 05 54 00 000  -59.00  -293.00
2005 09 01 05 55 00 000  -58.00  -296.00
2005 09 01 05 56 00 000  -58.00  -304.00
2005 09 01 05 57 00 000  -57.00  -293.00
2005 09 01 05 58 00 000  -57.00  -279.00
2005 09 01 05 59 00 000  -58.00  -273.00
2005 09 01 06 00 00 000  -58.00  -272.00
2005 09 01 06 01 00 000  -59.00  -269.00
2005 09 01 06 02 00 000  -59.00  -258.00
2005 09 01 06 03 00 000  -59.00  -251.00
2005 09 01 06 04 00 000  -59.00  -253.00
2005 09 01 06 05 00 000  -59.00  -271.00
2005 09 01 06 06 00 000  -59.00  -263.00
2005 09 01 06 07 00 000  -59.00  -247.00
2005 09 01 06 08 00 000  -59.00  -231.00
2005 09 01 06 09 00 000  -58.00  -230.00
2005 09 01 06 10 00 000  -58.00  -222.00
2005 09 01 06 11 00 000  -57.00  -213.00
2005 09 01 06 12 00 000  -57.00  -218.00
2005 09 01 06 13 00 000  -57.00  -216.00
2005 09 01 06 14 00 000  -56.00  -233.00
2005 09 01 06 15 00 000  -56.00  -249.00
2005 09 01 06 16 00 000  -55.00  -253.00
2005 09 01 06 17 00 000  -55.00  -257.00
2005 09 01 06 18 00 000  -55.00  -260.00
2005 09 01 06 19 00 000  -55.00  -254.00
2005 09 01 06 20 00 000  -55.00  -238.00
2005 09 01 06 21 00 000  -54.00  -221.00
2005 09 01 06 22 00 000  -54.00  -202.00
2005 09 01 06 23 00 000  -54.00  -185.00
2005 09 01 06 24 00 000  -54.00  -194.00
2005 09 01 06 25 00 000  -53.00  -212.00
2005 09 01 06 26 00 000  -53.00  -228.00
2005 09 01 06 27 00 000  -53.00  -222.00
2005 09 01 06 28 00 000  -53.00  -187.00
2005 09 01 06 29 00 000  -53.00  -186.00
2005 09 01 06 30 00 000  -53.00  -198.00
2005 09 01 06 31 00 000  -53.00  -198.00
2005 09 01 06 32 00 000  -52.00  -185.00
2005 09 01 06 33 00 000  -52.00  -178.00
2005 09 01 06 34 00 000  -53.00  -173.00
2005 09 01 06 35 00 000  -53.00  -170.00
2005 09 01 06 36 00 000  -52.00  -179.00
2005 09 01 06 37 00 000  -52.00  -176.00
2005 09 01 06 38 00 000  -52.00  -140.00
2005 09 01 06 39 00 000  -51.00  -138.00
2005 09 01 06 40 00 000  -51.00  -125.00
2005 09 01 06 41 00 000  -51.00  -119.00
2005 09 01 06 42 00 000  -51.00  -130.00
2005 09 01 06 43 00 000  -51.00  -148.00
2005 09 01 06 44 00 000  -51.00  -160.00
2005 09 01 06 45 00 000  -50.00  -177.00
2005 09 01 06 46 00 000  -50.00  -161.00
2005 09 01 06 47 00 000  -49.00  -155.00
2005 09 01 06 48 00 000  -48.00  -158.00
2005 09 01 06 49 00 000  -49.00  -148.00
2005 09 01 06 50 00 000  -49.00  -124.00
2005 09 01 06 51 00 000  -49.00  -120.00
2005 09 01 06 52 00 000  -49.00  -147.00
2005 09 01 06 53 00 000  -49.00  -183.00
2005 09 01 06 54 00 000  -49.00  -220.00
2005 09 01 06 55 00 000  -49.00  -233.00
2005 09 01 06 56 00 000  -48.00  -167.00
2005 09 01 06 57 00 000  -48.00  -143.00
2005 09 01 06 58 00 000  -48.00  -138.00
2005 09 01 06 59 00 000  -47.00  -131.00
2005 09 01 07 00 00 000  -47.00  -127.00
2005 09 01 07 01 00 000  -47.00  -124.00
2005 09 01 07 02 00 000  -47.00  -123.00
2005 09 01 07 03 00 000  -47.00  -131.00
2005 09 01 07 04 00 000  -47.00  -140.00
2005 09 01 07 05 00 000  -46.00  -145.00
2005 09 01 07 06 00 000  -46.00  -144.00
2005 09 01 07 07 00 000  -46.00  -139.00
2005 09 01 07 08 00 000  -46.00  -132.00
2005 09 01 07 09 00 000  -46.00  -124.00
2005 09 01 07 10 00 000  -45.00  -125.00
2005 09 01 07 11 00 000  -45.00  -129.00
2005 09 01 07 12 00 000  -45.00  -133.00
2005 09 01 07 13 00 000  -44.00  -139.00
2005 09 01 07 14 00 000  -44.00  -140.00
2005 09 01 07 15 00 000  -44.00  -136.00
2005 09 01 07 16 00 000  -44.00  -131.00
2005 09 01 07 17 00 000  -44.00  -129.00
2005 09 01 07 18 00 000  -44.00  -127.00
2005 09 01 07 19 00 000  -43.00  -126.00
2005 09 01 07 20 00 000  -43.00  -125.00
2005 09 01 07 21 00 000  -43.00  -120.00
2005 09 01 07 22 00 000  -43.00  -116.00
2005 09 01 07 23 00 000  -43.00  -112.00
2005 09 01 07 24 00 000  -42.00  -109.00
2005 09 01 07 25 00 000  -42.00  -107.00
2005 09 01 07 26 00 000  -43.00  -102.00
2005 09 01 07 27 00 000  -42.00  -100.00
2005 09 01 07 28 00 000  -42.00   -97.00
2005 09 01 07 29 00 000  -42.00   -93.00
2005 09 01 07 30 00 000  -41.00   -91.00
2005 09 01 07 31 00 000  -40.00   -94.00
2005 09 01 07 32 00 000  -40.00   -93.00
2005 09 01 07 33 00 000  -39.00   -90.00
2005 09 01 07 34 00 000  -40.00   -89.00
2005 09 01 07 35 00 000  -40.00   -89.00
2005 09 01 07 36 00 000  -40.00   -89.00
2005 09 01 07 37 00 000  -40.00   -85.00
2005 09 01 07 38 00 000  -41.00   -87.00
2005 09 01 07 39 00 000  -41.00   -89.00
2005 09 01 07 40 00 000  -41.00   -87.00
2005 09 01 07 41 00 000  -41.00   -88.00
2005 09 01 07 42 00 000  -40.00   -92.00
2005 09 01 07 43 00 000  -40.00   -93.00
2005 09 01 07 44 00 000  -40.00   -96.00
2005 09 01 07 45 00 000  -40.00   -97.00
2005 09 01 07 46 00 000  -40.00   -97.00
2005 09 01 07 47 00 000  -40.00  -104.00
2005 09 01 07 48 00 000  -40.00  -104.00
2005 09 01 07 49 00 000  -40.00  -101.00
2005 09 01 07 50 00 000  -40.00  -100.00
2005 09 01 07 51 00 000  -41.00  -104.00
2005 09 01 07 52 00 000  -41.00  -107.00
2005 09 01 07 53 00 000  -41.00  -108.00
2005 09 01 07 54 00 000  -41.00  -103.00
2005 09 01 07 55 00 000  -41.00   -98.00
2005 09 01 07 56 00 000  -41.00   -91.00
2005 09 01 07 57 00 000  -40.00   -83.00
2005 09 01 07 58 00 000  -40.00   -77.00
2005 09 01 07 59 00 000  -39.00   -71.00
2005 09 01 08 00 00 000  -39.00   -66.00
2005 09 01 08 01 00 000  -38.00   -69.00
2005 09 01 08 02 00 000  -39.00   -78.00
2005 09 01 08 03 00 000  -39.00   -78.00
2005 09 01 08 04 00 000  -38.00   -73.00
2005 09 01 08 05 00 000  -38.00   -67.00
2005 09 01 08 06 00 000  -39.00   -57.00
2005 09 01 08 07 00 000  -38.00   -51.00
2005 09 01 08 08 00 000  -38.00   -50.00
2005 09 01 08 09 00 000  -38.00   -45.00
2005 09 01 08 10 00 000  -38.00   -44.00
2005 09 01 08 11 00 000  -38.00   -44.00
2005 09 01 08 12 00 000  -38.00   -52.00
2005 09 01 08 13 00 000  -38.00   -54.00
2005 09 01 08 14 00 000  -38.00   -57.00
2005 09 01 08 15 00 000  -38.00   -56.00
2005 09 01 08 16 00 000  -38.00   -59.00
2005 09 01 08 17 00 000  -38.00   -63.00
2005 09 01 08 18 00 000  -38.00   -69.00
2005 09 01 08 19 00 000  -38.00   -69.00
2005 09 01 08 20 00 000  -38.00   -71.00
2005 09 01 08 21 00 000  -37.00   -75.00
2005 09 01 08 22 00 000  -37.00   -77.00
2005 09 01 08 23 00 000  -37.00   -81.00
2005 09 01 08 24 00 000  -37.00   -86.00
2005 09 01 08 25 00 000  -38.00   -91.00
2005 09 01 08 26 00 000  -37.00   -90.00
2005 09 01 08 27 00 000  -38.00   -87.00
2005 09 01 08 28 00 000  -38.00   -88.00
2005 09 01 08 29 00 000  -38.00   -89.00
2005 09 01 08 30 00 000  -38.00   -87.00
2005 09 01 08 31 00 000  -39.00   -85.00
2005 09 01 08 32 00 000  -39.00   -86.00
2005 09 01 08 33 00 000  -39.00   -87.00
2005 09 01 08 34 00 000  -40.00   -85.00
2005 09 01 08 35 00 000  -40.00   -85.00
2005 09 01 08 36 00 000  -40.00   -84.00
2005 09 01 08 37 00 000  -40.00   -85.00
2005 09 01 08 38 00 000  -40.00   -83.00
2005 09 01 08 39 00 000  -41.00  -127.00
2005 09 01 08 40 00 000  -40.00  -136.00
2005 09 01 08 41 00 000  -40.00  -157.00
2005 09 01 08 42 00 000  -39.00  -154.00
2005 09 01 08 43 00 000  -39.00  -142.00
2005 09 01 08 44 00 000  -39.00  -125.00
2005 09 01 08 45 00 000  -39.00  -110.00
2005 09 01 08 46 00 000  -39.00  -176.00
2005 09 01 08 47 00 000  -38.00  -203.00
2005 09 01 08 48 00 000  -38.00  -202.00
2005 09 01 08 49 00 000  -37.00  -188.00
2005 09 01 08 50 00 000  -37.00  -163.00
2005 09 01 08 51 00 000  -37.00  -165.00
2005 09 01 08 52 00 000  -37.00  -166.00
2005 09 01 08 53 00 000  -36.00  -191.00
2005 09 01 08 54 00 000  -37.00  -191.00
2005 09 01 08 55 00 000  -37.00  -193.00
2005 09 01 08 56 00 000  -38.00  -181.00
2005 09 01 08 57 00 000  -38.00  -164.00
2005 09 01 08 58 00 000  -38.00  -141.00
2005 09 01 08 59 00 000  -38.00  -113.00
2005 09 01 09 00 00 000  -37.00   -94.00
2005 09 01 09 01 00 000  -38.00   -79.00
2005 09 01 09 02 00 000  -38.00   -81.00
2005 09 01 09 03 00 000  -38.00   -96.00
2005 09 01 09 04 00 000  -38.00   -67.00
2005 09 01 09 05 00 000  -38.00   -50.00
2005 09 01 09 06 00 000  -37.00   -46.00
