Sym-H and AL  obtained from Kyoto WDC for SWPC Event 10.  Units in nT.
year mo dy hr mn sc msc dst_sm AL
1999 07 02 18 32 00 000  -20.00  -360.00
1999 07 02 18 33 00 000  -17.00  -370.00
1999 07 02 18 34 00 000  -15.00  -370.00
1999 07 02 18 35 00 000  -14.00  -323.00
1999 07 02 18 36 00 000  -14.00  -244.00
1999 07 02 18 37 00 000  -14.00  -220.00
1999 07 02 18 38 00 000  -14.00  -227.00
1999 07 02 18 39 00 000  -15.00  -227.00
1999 07 02 18 40 00 000  -16.00  -190.00
1999 07 02 18 41 00 000  -16.00  -171.00
1999 07 02 18 42 00 000  -17.00  -165.00
1999 07 02 18 43 00 000  -18.00  -169.00
1999 07 02 18 44 00 000  -17.00  -164.00
1999 07 02 18 45 00 000  -18.00  -203.00
1999 07 02 18 46 00 000  -19.00  -283.00
1999 07 02 18 47 00 000  -21.00  -352.00
1999 07 02 18 48 00 000  -24.00  -384.00
1999 07 02 18 49 00 000  -27.00  -408.00
1999 07 02 18 50 00 000  -29.00  -439.00
1999 07 02 18 51 00 000  -29.00  -480.00
1999 07 02 18 52 00 000  -27.00  -481.00
1999 07 02 18 53 00 000  -28.00  -387.00
1999 07 02 18 54 00 000  -28.00  -270.00
1999 07 02 18 55 00 000  -27.00  -246.00
1999 07 02 18 56 00 000  -27.00  -257.00
1999 07 02 18 57 00 000  -27.00  -296.00
1999 07 02 18 58 00 000  -26.00  -310.00
1999 07 02 18 59 00 000  -26.00  -366.00
1999 07 02 19 00 00 000  -25.00  -410.00
1999 07 02 19 01 00 000  -24.00  -407.00
1999 07 02 19 02 00 000  -24.00  -416.00
1999 07 02 19 03 00 000  -23.00  -444.00
1999 07 02 19 04 00 000  -22.00  -455.00
1999 07 02 19 05 00 000  -20.00  -464.00
1999 07 02 19 06 00 000  -20.00  -516.00
1999 07 02 19 07 00 000  -19.00  -547.00
1999 07 02 19 08 00 000  -19.00  -543.00
1999 07 02 19 09 00 000  -19.00  -523.00
1999 07 02 19 10 00 000  -19.00  -494.00
1999 07 02 19 11 00 000  -19.00  -452.00
1999 07 02 19 12 00 000  -20.00  -425.00
1999 07 02 19 13 00 000  -20.00  -447.00
1999 07 02 19 14 00 000  -20.00  -462.00
1999 07 02 19 15 00 000  -20.00  -459.00
1999 07 02 19 16 00 000  -20.00  -443.00
1999 07 02 19 17 00 000  -20.00  -434.00
1999 07 02 19 18 00 000  -19.00  -454.00
1999 07 02 19 19 00 000  -17.00  -478.00
1999 07 02 19 20 00 000  -17.00  -454.00
1999 07 02 19 21 00 000  -16.00  -441.00
1999 07 02 19 22 00 000  -15.00  -463.00
1999 07 02 19 23 00 000  -16.00  -473.00
1999 07 02 19 24 00 000  -16.00  -475.00
1999 07 02 19 25 00 000  -17.00  -423.00
1999 07 02 19 26 00 000  -17.00  -393.00
1999 07 02 19 27 00 000  -17.00  -392.00
1999 07 02 19 28 00 000  -19.00  -398.00
1999 07 02 19 29 00 000  -20.00  -376.00
1999 07 02 19 30 00 000  -20.00  -348.00
1999 07 02 19 31 00 000  -20.00  -338.00
1999 07 02 19 32 00 000  -20.00  -333.00
1999 07 02 19 33 00 000  -19.00  -323.00
1999 07 02 19 34 00 000  -19.00  -298.00
1999 07 02 19 35 00 000  -20.00  -268.00
1999 07 02 19 36 00 000  -20.00  -266.00
1999 07 02 19 37 00 000  -20.00  -262.00
1999 07 02 19 38 00 000  -20.00  -261.00
1999 07 02 19 39 00 000  -19.00  -263.00
1999 07 02 19 40 00 000  -19.00  -268.00
1999 07 02 19 41 00 000  -19.00  -276.00
1999 07 02 19 42 00 000  -20.00  -288.00
1999 07 02 19 43 00 000  -21.00  -307.00
1999 07 02 19 44 00 000  -22.00  -333.00
1999 07 02 19 45 00 000  -23.00  -361.00
1999 07 02 19 46 00 000  -24.00  -382.00
1999 07 02 19 47 00 000  -25.00  -394.00
1999 07 02 19 48 00 000  -27.00  -401.00
1999 07 02 19 49 00 000  -27.00  -404.00
1999 07 02 19 50 00 000  -26.00  -398.00
1999 07 02 19 51 00 000  -26.00  -384.00
1999 07 02 19 52 00 000  -26.00  -366.00
1999 07 02 19 53 00 000  -26.00  -350.00
1999 07 02 19 54 00 000  -26.00  -334.00
1999 07 02 19 55 00 000  -26.00  -315.00
1999 07 02 19 56 00 000  -26.00  -307.00
1999 07 02 19 57 00 000  -26.00  -293.00
1999 07 02 19 58 00 000  -25.00  -280.00
1999 07 02 19 59 00 000  -25.00  -273.00
1999 07 02 20 00 00 000  -22.00  -265.00
1999 07 02 20 01 00 000  -22.00  -259.00
1999 07 02 20 02 00 000  -22.00  -256.00
1999 07 02 20 03 00 000  -22.00  -254.00
1999 07 02 20 04 00 000  -21.00  -253.00
1999 07 02 20 05 00 000  -21.00  -253.00
1999 07 02 20 06 00 000  -20.00  -253.00
1999 07 02 20 07 00 000  -19.00  -255.00
1999 07 02 20 08 00 000  -19.00  -262.00
1999 07 02 20 09 00 000  -19.00  -270.00
1999 07 02 20 10 00 000  -19.00  -280.00
1999 07 02 20 11 00 000  -21.00  -288.00
1999 07 02 20 12 00 000  -22.00  -291.00
1999 07 02 20 13 00 000  -22.00  -292.00
1999 07 02 20 14 00 000  -22.00  -294.00
1999 07 02 20 15 00 000  -22.00  -294.00
1999 07 02 20 16 00 000  -21.00  -293.00
1999 07 02 20 17 00 000  -21.00  -296.00
1999 07 02 20 18 00 000  -21.00  -302.00
1999 07 02 20 19 00 000  -22.00  -304.00
1999 07 02 20 20 00 000  -22.00  -300.00
1999 07 02 20 21 00 000  -22.00  -296.00
1999 07 02 20 22 00 000  -21.00  -298.00
1999 07 02 20 23 00 000  -20.00  -302.00
1999 07 02 20 24 00 000  -19.00  -307.00
1999 07 02 20 25 00 000  -20.00  -316.00
1999 07 02 20 26 00 000  -20.00  -324.00
1999 07 02 20 27 00 000  -20.00  -328.00
1999 07 02 20 28 00 000  -20.00  -330.00
1999 07 02 20 29 00 000  -20.00  -328.00
1999 07 02 20 30 00 000  -19.00  -325.00
1999 07 02 20 31 00 000  -19.00  -326.00
1999 07 02 20 32 00 000  -19.00  -330.00
1999 07 02 20 33 00 000  -19.00  -330.00
1999 07 02 20 34 00 000  -19.00  -323.00
1999 07 02 20 35 00 000  -19.00  -315.00
1999 07 02 20 36 00 000  -19.00  -312.00
1999 07 02 20 37 00 000  -19.00  -317.00
1999 07 02 20 38 00 000  -19.00  -326.00
1999 07 02 20 39 00 000  -19.00  -331.00
1999 07 02 20 40 00 000  -19.00  -330.00
1999 07 02 20 41 00 000  -19.00  -324.00
1999 07 02 20 42 00 000  -18.00  -314.00
1999 07 02 20 43 00 000  -18.00  -304.00
1999 07 02 20 44 00 000  -18.00  -306.00
1999 07 02 20 45 00 000  -17.00  -327.00
1999 07 02 20 46 00 000  -16.00  -350.00
1999 07 02 20 47 00 000  -16.00  -366.00
1999 07 02 20 48 00 000  -15.00  -367.00
1999 07 02 20 49 00 000  -16.00  -368.00
1999 07 02 20 50 00 000  -16.00  -358.00
1999 07 02 20 51 00 000  -16.00  -344.00
1999 07 02 20 52 00 000  -15.00  -326.00
1999 07 02 20 53 00 000  -16.00  -308.00
1999 07 02 20 54 00 000  -16.00  -299.00
1999 07 02 20 55 00 000  -16.00  -314.00
1999 07 02 20 56 00 000  -16.00  -329.00
1999 07 02 20 57 00 000  -16.00  -331.00
1999 07 02 20 58 00 000  -16.00  -339.00
1999 07 02 20 59 00 000  -16.00  -340.00
1999 07 02 21 00 00 000  -15.00  -344.00
1999 07 02 21 01 00 000  -15.00  -350.00
1999 07 02 21 02 00 000  -16.00  -350.00
1999 07 02 21 03 00 000  -15.00  -347.00
1999 07 02 21 04 00 000  -15.00  -339.00
1999 07 02 21 05 00 000  -15.00  -336.00
1999 07 02 21 06 00 000  -15.00  -339.00
1999 07 02 21 07 00 000  -16.00  -341.00
1999 07 02 21 08 00 000  -16.00  -342.00
1999 07 02 21 09 00 000  -17.00  -339.00
1999 07 02 21 10 00 000  -17.00  -332.00
1999 07 02 21 11 00 000  -17.00  -323.00
1999 07 02 21 12 00 000  -18.00  -307.00
1999 07 02 21 13 00 000  -18.00  -304.00
1999 07 02 21 14 00 000  -18.00  -298.00
1999 07 02 21 15 00 000  -18.00  -300.00
1999 07 02 21 16 00 000  -19.00  -308.00
1999 07 02 21 17 00 000  -19.00  -307.00
1999 07 02 21 18 00 000  -20.00  -306.00
1999 07 02 21 19 00 000  -20.00  -315.00
1999 07 02 21 20 00 000  -20.00  -322.00
1999 07 02 21 21 00 000  -20.00  -321.00
1999 07 02 21 22 00 000  -20.00  -320.00
1999 07 02 21 23 00 000  -20.00  -320.00
1999 07 02 21 24 00 000  -20.00  -324.00
1999 07 02 21 25 00 000  -20.00  -325.00
1999 07 02 21 26 00 000  -20.00  -323.00
1999 07 02 21 27 00 000  -20.00  -326.00
1999 07 02 21 28 00 000  -20.00  -334.00
1999 07 02 21 29 00 000  -21.00  -339.00
1999 07 02 21 30 00 000  -21.00  -342.00
1999 07 02 21 31 00 000  -21.00  -342.00
1999 07 02 21 32 00 000  -21.00  -344.00
1999 07 02 21 33 00 000  -21.00  -344.00
1999 07 02 21 34 00 000  -22.00  -337.00
1999 07 02 21 35 00 000  -22.00  -329.00
1999 07 02 21 36 00 000  -22.00  -330.00
1999 07 02 21 37 00 000  -23.00  -330.00
1999 07 02 21 38 00 000  -23.00  -322.00
1999 07 02 21 39 00 000  -23.00  -313.00
1999 07 02 21 40 00 000  -24.00  -302.00
1999 07 02 21 41 00 000  -24.00  -294.00
1999 07 02 21 42 00 000  -24.00  -291.00
1999 07 02 21 43 00 000  -24.00  -288.00
1999 07 02 21 44 00 000  -24.00  -287.00
1999 07 02 21 45 00 000  -24.00  -289.00
1999 07 02 21 46 00 000  -25.00  -289.00
1999 07 02 21 47 00 000  -25.00  -287.00
1999 07 02 21 48 00 000  -25.00  -282.00
1999 07 02 21 49 00 000  -25.00  -277.00
1999 07 02 21 50 00 000  -25.00  -278.00
1999 07 02 21 51 00 000  -25.00  -285.00
1999 07 02 21 52 00 000  -26.00  -294.00
1999 07 02 21 53 00 000  -25.00  -300.00
1999 07 02 21 54 00 000  -26.00  -299.00
1999 07 02 21 55 00 000  -26.00  -291.00
1999 07 02 21 56 00 000  -27.00  -290.00
1999 07 02 21 57 00 000  -27.00  -295.00
1999 07 02 21 58 00 000  -27.00  -294.00
1999 07 02 21 59 00 000  -28.00  -292.00
1999 07 02 22 00 00 000  -28.00  -289.00
1999 07 02 22 01 00 000  -28.00  -282.00
1999 07 02 22 02 00 000  -29.00  -274.00
1999 07 02 22 03 00 000  -29.00  -276.00
1999 07 02 22 04 00 000  -30.00  -280.00
1999 07 02 22 05 00 000  -30.00  -278.00
1999 07 02 22 06 00 000  -30.00  -278.00
1999 07 02 22 07 00 000  -30.00  -279.00
1999 07 02 22 08 00 000  -30.00  -275.00
1999 07 02 22 09 00 000  -30.00  -271.00
1999 07 02 22 10 00 000  -30.00  -277.00
1999 07 02 22 11 00 000  -30.00  -291.00
1999 07 02 22 12 00 000  -31.00  -302.00
1999 07 02 22 13 00 000  -31.00  -301.00
1999 07 02 22 14 00 000  -31.00  -294.00
1999 07 02 22 15 00 000  -31.00  -297.00
1999 07 02 22 16 00 000  -31.00  -304.00
1999 07 02 22 17 00 000  -31.00  -311.00
1999 07 02 22 18 00 000  -31.00  -324.00
1999 07 02 22 19 00 000  -31.00  -330.00
1999 07 02 22 20 00 000  -30.00  -329.00
1999 07 02 22 21 00 000  -30.00  -331.00
1999 07 02 22 22 00 000  -29.00  -334.00
1999 07 02 22 23 00 000  -28.00  -337.00
1999 07 02 22 24 00 000  -28.00  -339.00
1999 07 02 22 25 00 000  -27.00  -339.00
1999 07 02 22 26 00 000  -27.00  -331.00
1999 07 02 22 27 00 000  -27.00  -314.00
1999 07 02 22 28 00 000  -27.00  -297.00
1999 07 02 22 29 00 000  -27.00  -281.00
1999 07 02 22 30 00 000  -27.00  -276.00
1999 07 02 22 31 00 000  -27.00  -289.00
1999 07 02 22 32 00 000  -28.00  -294.00
1999 07 02 22 33 00 000  -28.00  -278.00
1999 07 02 22 34 00 000  -27.00  -272.00
1999 07 02 22 35 00 000  -27.00  -281.00
1999 07 02 22 36 00 000  -26.00  -271.00
1999 07 02 22 37 00 000  -26.00  -245.00
1999 07 02 22 38 00 000  -26.00  -233.00
1999 07 02 22 39 00 000  -26.00  -237.00
1999 07 02 22 40 00 000  -26.00  -240.00
1999 07 02 22 41 00 000  -26.00  -242.00
1999 07 02 22 42 00 000  -25.00  -245.00
1999 07 02 22 43 00 000  -26.00  -241.00
1999 07 02 22 44 00 000  -26.00  -261.00
1999 07 02 22 45 00 000  -26.00  -301.00
1999 07 02 22 46 00 000  -26.00  -320.00
1999 07 02 22 47 00 000  -27.00  -348.00
1999 07 02 22 48 00 000  -27.00  -376.00
1999 07 02 22 49 00 000  -28.00  -383.00
1999 07 02 22 50 00 000  -28.00  -391.00
1999 07 02 22 51 00 000  -29.00  -407.00
1999 07 02 22 52 00 000  -29.00  -436.00
1999 07 02 22 53 00 000  -29.00  -456.00
1999 07 02 22 54 00 000  -29.00  -474.00
1999 07 02 22 55 00 000  -29.00  -459.00
1999 07 02 22 56 00 000  -29.00  -443.00
1999 07 02 22 57 00 000  -27.00  -476.00
1999 07 02 22 58 00 000  -24.00  -563.00
1999 07 02 22 59 00 000  -20.00  -637.00
1999 07 02 23 00 00 000  -18.00  -663.00
1999 07 02 23 01 00 000  -15.00  -659.00
1999 07 02 23 02 00 000  -12.00  -680.00
1999 07 02 23 03 00 000   -9.00  -703.00
1999 07 02 23 04 00 000   -7.00  -744.00
1999 07 02 23 05 00 000   -8.00  -700.00
1999 07 02 23 06 00 000   -9.00  -699.00
1999 07 02 23 07 00 000   -9.00  -690.00
1999 07 02 23 08 00 000   -9.00  -585.00
1999 07 02 23 09 00 000  -10.00  -531.00
1999 07 02 23 10 00 000   -9.00  -510.00
1999 07 02 23 11 00 000   -9.00  -500.00
1999 07 02 23 12 00 000  -10.00  -450.00
1999 07 02 23 13 00 000  -11.00  -334.00
1999 07 02 23 14 00 000  -10.00  -329.00
1999 07 02 23 15 00 000  -10.00  -321.00
1999 07 02 23 16 00 000  -12.00  -369.00
1999 07 02 23 17 00 000  -15.00  -446.00
1999 07 02 23 18 00 000  -16.00  -426.00
1999 07 02 23 19 00 000  -18.00  -365.00
1999 07 02 23 20 00 000  -18.00  -346.00
1999 07 02 23 21 00 000  -15.00  -285.00
1999 07 02 23 22 00 000  -13.00  -215.00
1999 07 02 23 23 00 000  -17.00  -196.00
1999 07 02 23 24 00 000  -21.00  -290.00
1999 07 02 23 25 00 000  -23.00  -295.00
1999 07 02 23 26 00 000  -25.00  -261.00
1999 07 02 23 27 00 000  -26.00  -319.00
1999 07 02 23 28 00 000  -28.00  -315.00
1999 07 02 23 29 00 000  -31.00  -306.00
1999 07 02 23 30 00 000  -33.00  -322.00
1999 07 02 23 31 00 000  -35.00  -356.00
1999 07 02 23 32 00 000  -38.00  -382.00
1999 07 02 23 33 00 000  -39.00  -430.00
1999 07 02 23 34 00 000  -41.00  -471.00
1999 07 02 23 35 00 000  -42.00  -448.00
1999 07 02 23 36 00 000  -43.00  -407.00
1999 07 02 23 37 00 000  -44.00  -376.00
1999 07 02 23 38 00 000  -44.00  -360.00
1999 07 02 23 39 00 000  -44.00  -344.00
1999 07 02 23 40 00 000  -45.00  -318.00
1999 07 02 23 41 00 000  -45.00  -285.00
1999 07 02 23 42 00 000  -44.00  -257.00
1999 07 02 23 43 00 000  -44.00  -227.00
1999 07 02 23 44 00 000  -43.00  -193.00
1999 07 02 23 45 00 000  -43.00  -161.00
1999 07 02 23 46 00 000  -43.00  -137.00
1999 07 02 23 47 00 000  -42.00  -129.00
1999 07 02 23 48 00 000  -42.00  -128.00
1999 07 02 23 49 00 000  -41.00  -132.00
1999 07 02 23 50 00 000  -41.00  -137.00
1999 07 02 23 51 00 000  -41.00  -144.00
1999 07 02 23 52 00 000  -40.00  -156.00
1999 07 02 23 53 00 000  -40.00  -170.00
1999 07 02 23 54 00 000  -40.00  -184.00
1999 07 02 23 55 00 000  -40.00  -193.00
1999 07 02 23 56 00 000  -40.00  -203.00
1999 07 02 23 57 00 000  -40.00  -207.00
1999 07 02 23 58 00 000  -40.00  -202.00
1999 07 02 23 59 00 000  -39.00  -195.00
1999 07 03 00 00 00 000  -39.00  -189.00
1999 07 03 00 01 00 000  -38.00  -191.00
1999 07 03 00 02 00 000  -38.00  -197.00
